Name:			lavras06
#Vehicles:		2
Capacity:		5400
Depot:			674
#Nodes:			674
#Edges:			725
#Arcs:			279
#Required-N:	0
#Required-E:	210
#Required-A:	11
#Nb-Turns:		4911

----------NODES----------
INDEX	QTY	IS-REQUIRED	X	Y
208	0	0	-1	-1
209	0	0	-1	-1
210	0	0	-1	-1
211	0	0	-1	-1
212	0	0	-1	-1
213	0	0	-1	-1
214	0	0	-1	-1
215	0	0	-1	-1
216	0	0	-1	-1
217	0	0	-1	-1
218	0	0	-1	-1
219	0	0	-1	-1
220	0	0	-1	-1
221	0	0	-1	-1
222	0	0	-1	-1
223	0	0	-1	-1
224	0	0	-1	-1
225	0	0	-1	-1
226	0	0	-1	-1
227	0	0	-1	-1
228	0	0	-1	-1
229	0	0	-1	-1
230	0	0	-1	-1
231	0	0	-1	-1
232	0	0	-1	-1
233	0	0	-1	-1
234	0	0	-1	-1
235	0	0	-1	-1
236	0	0	-1	-1
237	0	0	-1	-1
238	0	0	-1	-1
239	0	0	-1	-1
240	0	0	-1	-1
241	0	0	-1	-1
242	0	0	-1	-1
243	0	0	-1	-1
244	0	0	-1	-1
245	0	0	-1	-1
246	0	0	-1	-1
247	0	0	-1	-1
248	0	0	-1	-1
249	0	0	-1	-1
250	0	0	-1	-1
251	0	0	-1	-1
252	0	0	-1	-1
253	0	0	-1	-1
254	0	0	-1	-1
255	0	0	-1	-1
256	0	0	-1	-1
257	0	0	-1	-1
258	0	0	-1	-1
259	0	0	-1	-1
260	0	0	-1	-1
261	0	0	-1	-1
262	0	0	-1	-1
263	0	0	-1	-1
264	0	0	-1	-1
265	0	0	-1	-1
266	0	0	-1	-1
267	0	0	-1	-1
268	0	0	-1	-1
269	0	0	-1	-1
270	0	0	-1	-1
271	0	0	-1	-1
272	0	0	-1	-1
273	0	0	-1	-1
274	0	0	-1	-1
275	0	0	-1	-1
276	0	0	-1	-1
277	0	0	-1	-1
278	0	0	-1	-1
279	0	0	-1	-1
280	0	0	-1	-1
281	0	0	-1	-1
282	0	0	-1	-1
283	0	0	-1	-1
284	0	0	-1	-1
285	0	0	-1	-1
286	0	0	-1	-1
287	0	0	-1	-1
288	0	0	-1	-1
289	0	0	-1	-1
290	0	0	-1	-1
291	0	0	-1	-1
292	0	0	-1	-1
293	0	0	-1	-1
294	0	0	-1	-1
295	0	0	-1	-1
296	0	0	-1	-1
297	0	0	-1	-1
298	0	0	-1	-1
299	0	0	-1	-1
300	0	0	-1	-1
301	0	0	-1	-1
302	0	0	-1	-1
303	0	0	-1	-1
304	0	0	-1	-1
305	0	0	-1	-1
306	0	0	-1	-1
307	0	0	-1	-1
308	0	0	-1	-1
309	0	0	-1	-1
310	0	0	-1	-1
311	0	0	-1	-1
312	0	0	-1	-1
313	0	0	-1	-1
314	0	0	-1	-1
315	0	0	-1	-1
316	0	0	-1	-1
317	0	0	-1	-1
318	0	0	-1	-1
319	0	0	-1	-1
320	0	0	-1	-1
321	0	0	-1	-1
322	0	0	-1	-1
323	0	0	-1	-1
324	0	0	-1	-1
325	0	0	-1	-1
326	0	0	-1	-1
327	0	0	-1	-1
328	0	0	-1	-1
329	0	0	-1	-1
330	0	0	-1	-1
331	0	0	-1	-1
332	0	0	-1	-1
333	0	0	-1	-1
334	0	0	-1	-1
335	0	0	-1	-1
336	0	0	-1	-1
337	0	0	-1	-1
338	0	0	-1	-1
339	0	0	-1	-1
340	0	0	-1	-1
341	0	0	-1	-1
342	0	0	-1	-1
343	0	0	-1	-1
344	0	0	-1	-1
345	0	0	-1	-1
346	0	0	-1	-1
347	0	0	-1	-1
348	0	0	-1	-1
349	0	0	-1	-1
350	0	0	-1	-1
351	0	0	-1	-1
352	0	0	-1	-1
353	0	0	-1	-1
354	0	0	-1	-1
355	0	0	-1	-1
356	0	0	-1	-1
357	0	0	-1	-1
358	0	0	-1	-1
359	0	0	-1	-1
360	0	0	-1	-1
361	0	0	-1	-1
362	0	0	-1	-1
363	0	0	-1	-1
364	0	0	-1	-1
365	0	0	-1	-1
366	0	0	-1	-1
367	0	0	-1	-1
368	0	0	-1	-1
369	0	0	-1	-1
370	0	0	-1	-1
371	0	0	-1	-1
372	0	0	-1	-1
373	0	0	-1	-1
374	0	0	-1	-1
375	0	0	-1	-1
376	0	0	-1	-1
377	0	0	-1	-1
378	0	0	-1	-1
379	0	0	-1	-1
380	0	0	-1	-1
381	0	0	-1	-1
382	0	0	-1	-1
383	0	0	-1	-1
384	0	0	-1	-1
385	0	0	-1	-1
386	0	0	-1	-1
387	0	0	-1	-1
388	0	0	-1	-1
389	0	0	-1	-1
390	0	0	-1	-1
391	0	0	-1	-1
392	0	0	-1	-1
393	0	0	-1	-1
394	0	0	-1	-1
395	0	0	-1	-1
396	0	0	-1	-1
397	0	0	-1	-1
398	0	0	-1	-1
399	0	0	-1	-1
400	0	0	-1	-1
401	0	0	-1	-1
402	0	0	-1	-1
403	0	0	-1	-1
404	0	0	-1	-1
405	0	0	-1	-1
406	0	0	-1	-1
407	0	0	-1	-1
408	0	0	-1	-1
409	0	0	-1	-1
410	0	0	-1	-1
411	0	0	-1	-1
412	0	0	-1	-1
413	0	0	-1	-1
414	0	0	-1	-1
415	0	0	-1	-1
416	0	0	-1	-1
417	0	0	-1	-1
418	0	0	-1	-1
419	0	0	-1	-1
420	0	0	-1	-1
421	0	0	-1	-1
422	0	0	-1	-1
423	0	0	-1	-1
424	0	0	-1	-1
425	0	0	-1	-1
426	0	0	-1	-1
427	0	0	-1	-1
428	0	0	-1	-1
429	0	0	-1	-1
430	0	0	-1	-1
431	0	0	-1	-1
432	0	0	-1	-1
433	0	0	-1	-1
434	0	0	-1	-1
435	0	0	-1	-1
436	0	0	-1	-1
437	0	0	-1	-1
438	0	0	-1	-1
439	0	0	-1	-1
440	0	0	-1	-1
441	0	0	-1	-1
442	0	0	-1	-1
443	0	0	-1	-1
444	0	0	-1	-1
445	0	0	-1	-1
446	0	0	-1	-1
447	0	0	-1	-1
448	0	0	-1	-1
449	0	0	-1	-1
450	0	0	-1	-1
451	0	0	-1	-1
452	0	0	-1	-1
453	0	0	-1	-1
454	0	0	-1	-1
455	0	0	-1	-1
456	0	0	-1	-1
457	0	0	-1	-1
458	0	0	-1	-1
459	0	0	-1	-1
460	0	0	-1	-1
461	0	0	-1	-1
462	0	0	-1	-1
463	0	0	-1	-1
464	0	0	-1	-1
465	0	0	-1	-1
466	0	0	-1	-1
467	0	0	-1	-1
468	0	0	-1	-1
469	0	0	-1	-1
470	0	0	-1	-1
471	0	0	-1	-1
472	0	0	-1	-1
473	0	0	-1	-1
474	0	0	-1	-1
475	0	0	-1	-1
476	0	0	-1	-1
477	0	0	-1	-1
478	0	0	-1	-1
479	0	0	-1	-1
480	0	0	-1	-1
481	0	0	-1	-1
482	0	0	-1	-1
483	0	0	-1	-1
484	0	0	-1	-1
485	0	0	-1	-1
486	0	0	-1	-1
487	0	0	-1	-1
488	0	0	-1	-1
489	0	0	-1	-1
490	0	0	-1	-1
491	0	0	-1	-1
492	0	0	-1	-1
493	0	0	-1	-1
494	0	0	-1	-1
495	0	0	-1	-1
496	0	0	-1	-1
497	0	0	-1	-1
498	0	0	-1	-1
499	0	0	-1	-1
500	0	0	-1	-1
501	0	0	-1	-1
502	0	0	-1	-1
503	0	0	-1	-1
504	0	0	-1	-1
505	0	0	-1	-1
506	0	0	-1	-1
507	0	0	-1	-1
508	0	0	-1	-1
509	0	0	-1	-1
510	0	0	-1	-1
511	0	0	-1	-1
512	0	0	-1	-1
513	0	0	-1	-1
514	0	0	-1	-1
515	0	0	-1	-1
516	0	0	-1	-1
517	0	0	-1	-1
518	0	0	-1	-1
519	0	0	-1	-1
520	0	0	-1	-1
521	0	0	-1	-1
522	0	0	-1	-1
523	0	0	-1	-1
524	0	0	-1	-1
525	0	0	-1	-1
526	0	0	-1	-1
527	0	0	-1	-1
528	0	0	-1	-1
529	0	0	-1	-1
530	0	0	-1	-1
531	0	0	-1	-1
532	0	0	-1	-1
533	0	0	-1	-1
534	0	0	-1	-1
535	0	0	-1	-1
536	0	0	-1	-1
537	0	0	-1	-1
538	0	0	-1	-1
539	0	0	-1	-1
540	0	0	-1	-1
541	0	0	-1	-1
542	0	0	-1	-1
543	0	0	-1	-1
544	0	0	-1	-1
545	0	0	-1	-1
546	0	0	-1	-1
547	0	0	-1	-1
548	0	0	-1	-1
549	0	0	-1	-1
550	0	0	-1	-1
551	0	0	-1	-1
552	0	0	-1	-1
553	0	0	-1	-1
554	0	0	-1	-1
555	0	0	-1	-1
556	0	0	-1	-1
557	0	0	-1	-1
558	0	0	-1	-1
559	0	0	-1	-1
560	0	0	-1	-1
561	0	0	-1	-1
562	0	0	-1	-1
563	0	0	-1	-1
564	0	0	-1	-1
565	0	0	-1	-1
566	0	0	-1	-1
567	0	0	-1	-1
568	0	0	-1	-1
569	0	0	-1	-1
570	0	0	-1	-1
571	0	0	-1	-1
572	0	0	-1	-1
573	0	0	-1	-1
574	0	0	-1	-1
575	0	0	-1	-1
576	0	0	-1	-1
577	0	0	-1	-1
578	0	0	-1	-1
579	0	0	-1	-1
580	0	0	-1	-1
581	0	0	-1	-1
582	0	0	-1	-1
583	0	0	-1	-1
584	0	0	-1	-1
585	0	0	-1	-1
586	0	0	-1	-1
587	0	0	-1	-1
588	0	0	-1	-1
589	0	0	-1	-1
590	0	0	-1	-1
591	0	0	-1	-1
592	0	0	-1	-1
593	0	0	-1	-1
594	0	0	-1	-1
595	0	0	-1	-1
596	0	0	-1	-1
597	0	0	-1	-1
598	0	0	-1	-1
599	0	0	-1	-1
600	0	0	-1	-1
601	0	0	-1	-1
602	0	0	-1	-1
603	0	0	-1	-1
604	0	0	-1	-1
605	0	0	-1	-1
606	0	0	-1	-1
607	0	0	-1	-1
608	0	0	-1	-1
609	0	0	-1	-1
610	0	0	-1	-1
611	0	0	-1	-1
612	0	0	-1	-1
613	0	0	-1	-1
614	0	0	-1	-1
615	0	0	-1	-1
616	0	0	-1	-1
617	0	0	-1	-1
618	0	0	-1	-1
619	0	0	-1	-1
620	0	0	-1	-1
621	0	0	-1	-1
622	0	0	-1	-1
623	0	0	-1	-1
624	0	0	-1	-1
625	0	0	-1	-1
626	0	0	-1	-1
627	0	0	-1	-1
628	0	0	-1	-1
629	0	0	-1	-1
630	0	0	-1	-1
631	0	0	-1	-1
632	0	0	-1	-1
633	0	0	-1	-1
634	0	0	-1	-1
635	0	0	-1	-1
636	0	0	-1	-1
637	0	0	-1	-1
638	0	0	-1	-1
639	0	0	-1	-1
640	0	0	-1	-1
641	0	0	-1	-1
642	0	0	-1	-1
643	0	0	-1	-1
644	0	0	-1	-1
645	0	0	-1	-1
646	0	0	-1	-1
647	0	0	-1	-1
648	0	0	-1	-1
649	0	0	-1	-1
650	0	0	-1	-1
651	0	0	-1	-1
652	0	0	-1	-1
653	0	0	-1	-1
654	0	0	-1	-1
655	0	0	-1	-1
656	0	0	-1	-1
657	0	0	-1	-1
658	0	0	-1	-1
659	0	0	-1	-1
660	0	0	-1	-1
661	0	0	-1	-1
662	0	0	-1	-1
663	0	0	-1	-1
664	0	0	-1	-1
665	0	0	-1	-1
666	0	0	-1	-1
667	0	0	-1	-1
668	0	0	-1	-1
669	0	0	-1	-1
670	0	0	-1	-1
671	0	0	-1	-1
672	0	0	-1	-1
673	0	0	-1	-1
674	0	0	-1	-1

----------EDGES----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
18	19	23	0	15
19	20	23	0	15
20	21	42	0	28
21	22	32	0	21
24	25	11	0	7
25	26	17	0	11
26	27	17	0	11
27	28	18	0	12
29	30	17	0	11
30	31	17	0	11
31	32	29	0	19
33	34	32	0	21
34	27	29	0	19
27	35	21	0	14
35	36	20	0	13
41	33	18	0	12
33	42	17	0	11
42	43	17	0	11
43	44	17	0	11
45	46	12	0	8
46	34	17	0	11
34	47	18	0	12
47	48	17	0	11
48	49	9	0	6
50	51	32	0	21
51	52	30	0	20
53	54	17	0	11
54	55	17	0	11
55	56	32	0	21
56	50	24	0	16
57	58	32	0	21
58	59	30	0	20
59	60	24	0	16
61	62	21	0	14
62	63	21	0	14
63	64	27	0	18
64	57	51	0	34
65	66	32	0	21
66	67	30	0	20
67	68	23	0	15
69	70	17	0	11
70	71	20	0	13
71	72	21	0	14
72	73	30	0	20
73	65	38	0	25
74	75	29	0	19
75	76	24	0	16
77	61	3	0	2
61	70	21	0	14
70	53	42	0	28
53	31	29	0	19
31	42	27	0	18
42	47	32	0	21
47	28	29	0	19
78	63	26	0	17
63	72	21	0	14
72	55	20	0	13
55	29	30	0	20
29	44	26	0	17
44	79	21	0	14
79	49	11	0	7
80	81	30	0	20
82	57	17	0	11
57	65	17	0	11
65	50	17	0	11
83	84	26	0	17
84	85	30	0	20
85	82	32	0	21
82	86	11	0	7
85	58	17	0	11
58	66	17	0	11
66	51	17	0	11
51	80	17	0	11
80	87	17	0	11
91	92	26	0	17
93	94	26	0	17
95	94	32	1	21
99	100	12	0	8
100	101	3	0	2
101	102	8	0	5
102	103	27	0	18
103	104	8	0	5
105	106	12	0	8
106	107	24	0	16
107	108	23	0	15
108	109	23	0	15
109	99	20	0	13
110	111	3	0	2
112	110	32	0	21
117	103	15	0	10
118	119	26	0	17
100	111	51	0	34
111	124	2	0	1
127	128	21	0	14
128	129	15	0	10
130	105	33	0	22
131	107	45	0	30
107	118	18	0	12
118	132	17	0	11
132	133	8	0	5
138	119	11	0	7
119	108	21	0	14
108	139	39	0	26
147	138	18	0	12
138	148	26	0	17
151	152	80	0	53
152	153	8	0	5
153	154	18	0	12
155	156	30	0	20
157	158	18	0	12
159	160	27	0	18
10	161	47	0	31
164	165	42	0	28
165	166	8	0	5
166	167	8	0	5
170	171	18	1	12
171	172	30	1	20
173	174	30	0	20
174	75	32	0	21
75	175	26	0	17
176	177	24	0	16
177	173	35	0	23
178	179	77	1	51
179	180	44	1	29
180	181	9	1	6
181	182	47	1	31
182	183	3	1	2
183	184	6	1	4
92	185	6	0	4
186	187	29	1	19
188	189	44	0	29
190	188	9	0	6
191	192	48	1	32
193	194	23	0	15
195	193	8	0	5
196	197	23	0	15
198	199	18	0	12
199	200	8	0	5
171	186	18	1	12
186	201	18	1	12
202	203	11	0	7
203	204	11	0	7
185	205	20	0	13
206	201	18	1	12
201	207	30	1	20
207	208	18	1	12
209	179	27	1	18
179	210	24	1	16
210	211	24	1	16
211	212	39	1	26
213	214	30	0	20
214	193	17	0	11
197	215	18	0	12
214	216	21	0	14
216	217	23	0	15
217	176	24	0	16
176	218	24	0	16
181	219	30	1	20
219	220	23	1	15
220	221	9	1	6
180	222	24	1	16
223	224	29	0	19
225	226	48	1	32
226	227	18	1	12
219	210	60	1	40
210	178	53	1	35
178	228	21	1	14
220	229	29	1	19
229	211	26	1	17
211	230	50	1	33
231	194	6	0	4
194	216	17	0	11
216	232	30	0	20
233	234	24	0	16
235	236	17	1	11
236	237	12	1	8
237	238	21	1	14
238	239	27	1	18
239	240	32	1	21
240	233	33	1	22
241	242	17	0	11
242	243	33	0	22
243	244	45	0	30
244	245	47	0	31
246	247	29	1	19
247	248	23	1	15
248	249	27	1	18
249	250	23	1	15
250	251	21	1	14
251	252	41	1	27
253	254	23	1	15
254	255	6	1	4
256	253	27	1	18
253	257	29	1	19
257	258	6	1	4
258	259	14	1	9
259	260	39	1	26
260	261	18	1	12
261	238	26	1	17
238	262	24	1	16
262	263	32	1	21
264	265	47	1	31
265	266	60	1	40
266	267	15	1	10
267	237	24	1	16
237	263	39	1	26
268	269	12	0	8
269	270	45	0	30
271	272	23	1	15
273	274	14	0	9
275	273	12	0	8
247	278	26	1	17
250	279	63	1	42
280	281	20	0	13
281	282	23	0	15
282	283	9	0	6
283	284	15	0	10
284	285	24	0	16
286	14	36	0	24
248	287	39	1	26
289	290	41	0	27
259	291	26	1	17
262	292	26	1	17
292	293	35	1	23
294	295	20	0	13
295	296	14	0	9
295	297	21	0	14
297	161	21	0	14
249	298	51	1	34
298	299	26	1	17
300	301	6	1	4
301	265	17	1	11
265	257	24	1	16
302	303	36	1	24
258	304	29	1	19
306	294	15	0	10
307	267	15	1	10
267	261	21	1	14
261	308	14	1	9
166	309	20	0	13
310	311	35	0	23
311	312	24	0	16
312	313	23	0	15
314	315	24	0	16
315	316	27	0	18
225	317	18	0	12
317	191	18	0	12
191	206	18	0	12
206	170	36	0	24
170	318	15	0	10
319	320	42	0	28
320	321	11	0	7
321	322	18	0	12
322	225	66	0	44
318	323	15	0	10
323	324	15	0	10
324	325	15	0	10
325	326	5	0	3
326	327	12	0	8
327	328	15	0	10
328	329	15	0	10
329	330	17	0	11
330	331	21	0	14
331	332	26	0	17
332	245	12	0	8
333	275	17	0	11
275	334	12	0	8
335	336	24	0	16
336	337	26	0	17
338	296	17	0	11
296	297	18	0	12
341	342	17	0	11
304	341	41	1	27
343	236	17	1	11
167	344	8	0	5
345	346	5	1	3
347	348	12	1	8
320	349	23	1	15
349	350	38	1	25
350	347	20	1	13
12	351	21	0	14
351	288	11	0	7
288	352	8	0	5
335	353	17	0	11
353	354	17	0	11
354	312	21	0	14
312	355	18	0	12
356	357	27	0	18
357	354	23	0	15
354	358	24	0	16
358	359	26	0	17
360	361	21	0	14
361	353	23	0	15
353	362	23	0	15
362	363	26	0	17
321	364	53	0	35
364	365	18	0	12
366	367	15	0	10
367	266	14	0	9
266	260	23	0	15
260	368	27	0	18
369	271	41	1	27
271	278	39	1	26
278	287	26	1	17
287	298	26	1	17
298	279	27	1	18
279	370	27	1	18
371	289	9	0	6
289	310	17	0	11
310	356	21	0	14
356	360	20	0	13
360	372	17	0	11
372	373	21	0	14
374	337	21	0	14
337	363	15	0	10
363	359	17	0	11
359	375	23	0	15
341	376	26	0	17
376	274	18	0	12
274	377	23	0	15
163	385	17	0	11
385	115	18	0	12
388	147	5	0	3
389	21	14	0	9
124	390	8	0	5
390	22	11	0	7
133	391	6	0	4
391	392	17	0	11
392	19	17	0	11
393	285	15	0	10
285	270	14	0	9
270	145	20	0	13
394	395	8	0	5
204	393	6	0	4
396	389	6	0	4
395	276	6	0	4
198	397	53	0	35
403	404	30	0	20
404	36	35	0	23
46	26	30	0	20
244	405	21	1	14
405	406	6	1	4
406	330	26	1	17
330	407	23	1	15
242	408	8	1	5
408	409	47	1	31
409	324	26	1	17
324	410	15	1	10
410	411	15	1	10
411	412	26	1	17
408	413	32	1	21
413	323	53	1	35
323	414	30	1	20
414	415	26	1	17
413	318	59	1	39
318	416	30	1	20
416	417	5	1	3
417	418	18	1	12
418	419	18	1	12
416	414	15	1	10
414	411	15	1	10
411	420	20	1	13
326	421	15	1	10
421	420	15	1	10
420	422	18	1	12
406	423	17	1	11
423	424	15	1	10
424	425	15	1	10
425	426	15	1	10
426	409	17	1	11
332	427	20	1	13
427	405	15	1	10
427	331	18	1	12
423	329	26	1	17
329	428	32	1	21
424	328	26	1	17
328	429	15	1	10
429	430	21	1	14
429	421	26	1	17
421	410	20	1	13
431	407	12	1	8
407	428	17	1	11
428	430	17	1	11
430	422	27	1	18
422	412	24	1	16
412	415	17	1	11
327	425	26	1	17
325	426	26	1	17
434	68	53	0	35
68	60	17	0	11
60	83	18	0	12
83	435	9	0	6
371	436	9	0	6
437	306	26	0	17
306	438	17	0	11
438	164	18	0	12
164	371	20	0	13
439	369	42	0	28
369	246	63	0	42
246	440	42	0	28
440	348	41	0	27
348	441	42	0	28
441	252	30	0	20
252	442	11	0	7
442	443	9	0	6
443	222	53	0	35
222	209	54	0	36
209	302	39	0	26
302	444	21	0	14
163	126	21	0	14
126	451	17	0	11
160	452	12	0	8
452	453	9	0	6
453	154	18	0	12
149	90	9	0	6
471	473	3	0	2
16	169	75	0	50
339	374	15	0	10
374	480	26	0	17
22	483	59	0	39
488	280	26	0	17
280	394	23	0	15
491	146	9	0	6
496	497	8	0	5
497	498	3	0	2
499	93	11	0	7
500	501	59	0	39
377	315	29	0	19
315	234	24	0	16
397	342	51	0	34
342	502	74	0	49
463	503	8	0	5
277	506	11	0	7
277	507	8	0	5
507	203	23	0	15
509	140	23	0	15
392	511	50	0	33
443	512	30	1	20
512	184	8	1	5
182	513	12	1	8
513	514	42	1	28
196	175	20	0	13
484	516	32	0	21
232	484	47	0	31
483	213	3	0	2
213	202	14	0	9
202	517	21	0	14
517	506	8	0	5
506	195	6	0	4
195	518	48	0	32
132	519	21	0	14
519	130	21	0	14
106	519	32	0	21
229	521	57	1	38
269	282	14	0	9
489	268	18	0	12
368	525	27	0	18
525	526	6	0	4
526	334	23	0	15
334	377	26	0	17
368	239	45	1	30
239	292	24	1	16
292	527	20	1	13
527	528	38	1	25
528	529	11	1	7
87	531	30	0	20
531	434	15	0	10
480	336	14	0	9
336	362	17	0	11
362	358	17	0	11
358	313	21	0	14
313	532	11	0	7
299	533	63	0	42
533	521	27	0	18
521	212	36	0	24
212	235	5	0	3
235	366	39	0	26
366	230	17	0	11
230	228	24	0	16
228	300	24	0	16
300	224	20	0	13
224	534	8	0	5
534	93	50	0	33
535	299	60	0	40
222	540	5	1	3
540	541	27	1	18
541	542	18	1	12
542	317	48	1	32
317	543	18	1	12
543	544	20	1	13
544	545	26	1	17
370	533	26	0	17
365	441	12	0	8
441	251	24	0	16
251	370	75	0	50
492	496	15	0	10
94	492	23	0	15
546	547	33	0	22
94	546	35	0	23
303	548	24	1	16
352	233	24	0	16
233	314	24	0	16
154	157	44	0	29
157	553	21	0	14
554	555	15	0	10
555	556	11	0	7
556	557	14	0	9
557	558	12	0	8
309	438	36	0	24
227	541	18	1	12
541	208	36	1	24
208	559	32	1	21
172	187	15	1	10
187	207	18	1	12
207	192	18	1	12
192	542	18	1	12
542	226	17	1	11
226	560	17	1	11
561	562	15	1	10
557	563	20	0	13
564	565	26	0	17
161	564	5	0	3
263	340	48	0	32
340	373	38	0	25
513	568	17	1	11
18	215	50	0	33
346	440	12	1	8
349	570	35	1	23
486	575	5	0	3
576	77	5	0	3
577	520	23	0	15
520	200	38	0	25
578	397	21	0	14
582	583	50	0	33
589	590	57	1	38
590	591	5	1	3
591	543	20	1	13
592	593	15	1	10
593	594	5	1	3
594	595	27	1	18
596	597	3	1	2
597	545	45	1	30
418	596	66	1	44
598	599	3	1	2
599	544	27	1	18
417	598	66	1	44
191	600	11	1	7
592	601	33	1	22
595	602	32	1	21
602	603	39	1	26
545	602	24	1	16
286	604	6	0	4
25	605	20	0	13
605	404	21	0	14
35	605	35	0	23
10	585	21	0	14
609	608	26	0	17
502	612	11	0	7
463	113	17	0	11
503	460	9	0	6
