Name:		lavras12
Optimal value:	11063
#Vehicles:	3
Capacity:	5400
Depot Node:	1231
#Nodes:		1231
#Edges:		1355
#Arcs:		458
#Required N:	0
#Required E:	247
#Required A:	23

ReN.	DEMAND	S. COST

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E614	732	734	20	1	30
E615	735	736	12	1	18
E616	736	737	14	1	21
E617	737	738	10	1	15
E618	739	726	14	1	21
E619	738	740	16	1	24
E620	741	742	5	1	8
E621	742	743	10	1	15
E622	743	744	26	1	39
E623	745	727	47	1	71
E624	746	728	47	1	71
E625	747	729	47	1	71
E626	748	749	48	1	72
E627	750	751	48	1	72
E628	752	753	10	1	15
E629	753	754	38	1	57
E630	727	755	13	1	20
E631	742	756	19	1	29
E632	743	757	13	1	20
E633	753	741	9	1	14
E634	67	758	14	1	21
E635	68	759	10	1	15
E636	49	760	11	1	17
E651	262	254	11	1	17
E652	254	778	11	1	17
E653	778	779	12	1	18
E654	618	780	19	1	29
E659	778	781	18	1	27
E664	71	785	19	1	29
E665	785	737	10	1	15
E666	786	787	17	1	26
E737	903	904	14	1	21
E738	904	905	20	1	30
E739	905	906	8	1	12
E740	906	907	12	1	18
E741	908	903	16	1	24
E742	910	903	15	1	23
E743	905	919	60	1	90
E770	265	258	7	1	11
E771	258	780	6	1	9
E772	780	251	13	1	20
E791	282	303	21	1	32
E792	303	304	52	1	78
E793	304	302	16	1	24
E811	960	276	22	1	33
E812	276	285	14	1	21
E813	285	299	2	1	3
E814	299	961	41	1	62
E815	961	292	20	1	30
E816	292	290	2	1	3
E817	290	960	14	1	21
E832	974	957	20	1	30
E861	920	909	4	1	6
E862	909	904	17	1	26
E886	24	61	17	1	26
E887	61	75	21	1	32
E888	75	46	10	1	15
E889	46	48	10	1	15
E890	48	785	10	1	15
E891	785	787	10	1	15
E892	787	789	10	1	15
E893	1033	616	1	1	2
E894	616	1034	8	1	12
E896	617	1034	59	1	89
E922	880	1072	10	1	15
E923	1072	974	10	1	15
E924	269	1076	7	1	11
E929	738	77	20	1	30
E930	77	64	21	1	32
E931	788	748	10	1	15
E932	748	750	11	1	17
E933	750	752	9	1	14
E934	1080	1081	4	1	6
E935	1081	745	6	1	9
E936	745	746	10	1	15
E937	746	747	10	1	15
E938	747	1082	10	1	15
E940	740	1081	6	1	9
E941	1080	740	5	1	8
E942	731	749	9	1	14
E943	749	751	10	1	15
E944	751	754	11	1	17
E945	754	744	10	1	15
E946	733	63	13	1	20
E947	63	1080	25	1	38
E948	726	733	10	1	15
E1059	281	948	2	1	3
E1060	295	289	2	1	3
E1061	296	288	2	1	3
E1062	297	287	2	1	3
E1063	298	286	2	1	3
E1064	920	906	16	1	24
E1083	1127	1072	12	1	18
E1084	1072	954	20	1	30
E1165	704	709	22	1	33
E1166	707	715	3	1	5
E1167	715	713	9	1	14
E1168	713	702	10	1	15
E1169	702	697	10	1	15
E1347	744	725	24	1	36

EDGE	FROM N.	TO N.	T. COST
NrE1	10	11	5
NrE2	11	12	9
NrE3	12	13	34
NrE4	13	14	4
NrE10	29	30	15
NrE11	30	31	15
NrE12	31	32	28
NrE13	32	33	21
NrE14	34	35	28
NrE15	35	36	18
NrE16	36	29	77
NrE21	44	45	34
NrE32	28	66	26
NrE33	66	67	10
NrE34	67	68	10
NrE35	68	22	21
NrE36	22	69	20
NrE42	73	74	11
NrE49	78	79	11
NrE50	79	80	12
NrE51	82	83	53
NrE52	84	85	13
NrE53	85	86	43
NrE54	88	89	58
NrE55	91	92	41
NrE56	94	95	28
NrE57	95	96	8
NrE58	96	97	5
NrE59	97	98	10
NrE60	98	99	13
NrE61	99	100	12
NrE62	100	101	11
NrE63	101	102	11
NrE64	102	103	13
NrE65	104	94	12
NrE66	106	98	41
NrE67	107	101	29
NrE68	108	99	35
NrE69	109	100	31
NrE70	110	111	44
NrE71	111	96	6
NrE72	112	102	28
NrE73	95	113	17
NrE74	114	110	11
NrE75	110	106	11
NrE76	106	108	12
NrE77	108	109	11
NrE78	109	107	12
NrE79	107	112	12
NrE80	112	115	12
NrE81	117	118	17
NrE82	118	119	13
NrE83	119	120	18
NrE84	119	121	21
NrE85	118	122	41
NrE86	123	124	15
NrE87	124	125	18
NrE88	126	127	15
NrE89	127	128	16
NrE90	128	129	16
NrE91	124	130	3
NrE92	130	126	5
NrE93	126	131	10
NrE94	132	122	18
NrE95	122	133	18
NrE96	133	121	5
NrE97	121	120	23
NrE98	134	135	6
NrE99	135	125	11
NrE100	125	136	9
NrE101	123	127	7
NrE102	127	137	10
NrE103	138	139	12
NrE104	140	141	19
NrE105	141	142	18
NrE106	143	140	5
NrE107	144	141	11
NrE108	141	145	10
NrE109	146	147	33
NrE110	148	149	34
NrE111	149	150	30
NrE112	150	151	38
NrE113	152	153	33
NrE114	154	155	30
NrE115	158	159	33
NrE116	159	160	6
NrE117	161	162	30
NrE118	163	164	19
NrE119	164	165	30
NrE120	166	167	30
NrE121	168	169	12
NrE122	169	170	12
NrE123	170	171	12
NrE124	169	172	28
NrE125	172	173	27
NrE126	79	169	24
NrE127	172	174	12
NrE128	175	163	10
NrE129	176	160	10
NrE130	160	177	10
NrE131	177	178	10
NrE132	178	179	30
NrE133	180	147	10
NrE134	147	153	10
NrE135	153	176	3
NrE136	176	159	8
NrE137	181	164	10
NrE138	164	166	10
NrE139	166	154	11
NrE140	154	179	10
NrE141	179	161	10
NrE142	183	173	14
NrE143	173	184	13
NrE144	185	186	7
NrE145	186	187	11
NrE146	187	188	11
NrE147	188	189	12
NrE148	190	191	11
NrE149	191	192	11
NrE150	192	193	19
NrE151	194	195	21
NrE152	195	188	19
NrE153	188	196	14
NrE154	196	197	13
NrE155	202	194	12
NrE156	194	203	11
NrE157	203	204	11
NrE158	204	205	11
NrE159	206	207	8
NrE160	207	195	11
NrE161	195	208	12
NrE162	208	209	11
NrE163	209	210	6
NrE164	211	212	21
NrE165	212	213	20
NrE166	214	215	11
NrE167	215	216	11
NrE168	216	217	21
NrE169	217	211	16
NrE170	218	219	21
NrE171	219	220	20
NrE172	220	221	16
NrE173	222	223	14
NrE174	223	224	14
NrE175	224	225	18
NrE176	225	218	34
NrE177	226	227	21
NrE178	227	228	20
NrE179	228	229	15
NrE180	230	231	11
NrE181	231	232	13
NrE182	232	233	14
NrE183	233	234	20
NrE184	234	226	25
NrE185	235	236	19
NrE186	236	237	16
NrE187	238	222	2
NrE188	222	231	14
NrE189	231	214	28
NrE190	214	192	19
NrE191	192	203	18
NrE192	203	208	21
NrE193	208	189	19
NrE194	240	224	17
NrE195	224	233	14
NrE196	233	216	13
NrE197	216	190	20
NrE198	190	205	17
NrE199	205	241	14
NrE200	241	210	7
NrE201	94	242	4
NrE202	242	243	14
NrE205	248	243	9
NrE210	256	257	20
NrE211	258	259	11
NrE212	259	149	12
NrE213	149	260	11
NrE218	266	218	11
NrE219	218	226	11
NrE220	226	211	11
NrE227	270	271	17
NrE228	271	272	20
NrE229	272	266	21
NrE230	266	273	7
NrE231	272	219	11
NrE232	219	227	11
NrE233	227	212	11
NrE234	212	256	11
NrE235	256	274	11
NrE241	300	301	18
NrE242	301	36	8
NrE244	303	304	22
NrE245	308	309	34
NrE246	59	310	24
NrE247	314	315	17
NrE248	315	316	13
NrE249	316	317	13
NrE250	317	318	12
NrE251	321	322	17
NrE252	323	309	7
NrE253	309	324	13
NrE254	325	314	28
NrE255	326	327	13
NrE256	328	329	13
NrE257	329	330	29
NrE258	330	331	20
NrE259	332	333	15
NrE260	333	328	12
NrE261	335	336	20
NrE262	337	338	4
NrE263	338	339	20
NrE264	339	315	21
NrE265	315	340	13
NrE266	323	336	12
NrE267	336	344	14
NrE268	347	348	7
NrE269	348	349	21
NrE270	349	308	13
NrE271	350	351	21
NrE272	351	317	21
NrE273	317	352	12
NrE274	352	353	30
NrE275	340	310	2
NrE276	310	354	11
NrE277	354	352	12
NrE278	352	355	12
NrE279	355	356	10
NrE280	356	357	21
NrE281	357	358	12
NrE282	359	360	8
NrE283	360	361	2
NrE284	361	362	5
NrE285	362	363	18
NrE286	363	364	5
NrE287	365	366	8
NrE288	366	367	16
NrE289	367	368	15
NrE290	368	369	15
NrE291	369	359	13
NrE292	370	371	17
NrE293	372	373	2
NrE294	374	372	21
NrE295	379	363	10
NrE296	383	384	17
NrE297	388	389	11
NrE298	390	391	28
NrE299	394	395	11
NrE300	395	396	12
NrE301	360	373	34
NrE302	373	398	1
NrE303	401	402	14
NrE304	402	403	10
NrE305	404	365	22
NrE306	407	367	30
NrE307	367	383	12
NrE308	383	408	11
NrE309	408	409	5
NrE310	339	415	12
NrE311	415	351	13
NrE312	351	52	13
NrE313	416	384	7
NrE314	384	368	14
NrE315	368	417	26
NrE316	426	416	12
NrE317	416	427	17
NrE318	430	431	53
NrE319	431	432	5
NrE320	432	433	12
NrE321	434	435	20
NrE322	436	437	12
NrE323	438	439	18
NrE324	14	440	31
NrE325	443	444	28
NrE326	444	445	5
NrE327	445	446	5
NrE328	449	450	20
NrE329	450	236	21
NrE330	236	451	17
NrE331	452	453	16
NrE332	453	449	23
NrE333	322	454	4
NrE334	455	456	29
NrE335	457	455	6
NrE336	458	459	59
NrE337	459	460	13
NrE338	461	462	15
NrE339	463	461	5
NrE340	464	465	15
NrE341	466	467	12
NrE342	467	468	5
NrE343	469	470	7
NrE344	470	471	7
NrE345	454	472	13
NrE346	473	474	20
NrE347	474	461	11
NrE348	465	475	12
NrE349	476	459	11
NrE350	459	477	10
NrE351	477	465	14
NrE352	474	478	14
NrE353	478	479	15
NrE354	479	452	16
NrE355	452	480	16
NrE356	481	462	4
NrE357	462	478	11
NrE358	478	482	20
NrE359	483	484	16
NrE360	393	485	11
NrE361	485	486	11
NrE362	486	487	6
NrE363	487	488	6
NrE364	488	489	6
NrE365	489	490	6
NrE366	490	491	6
NrE367	491	492	6
NrE368	492	493	6
NrE369	493	494	7
NrE370	495	496	8
NrE371	499	486	43
NrE372	487	500	23
NrE373	489	501	23
NrE374	494	502	23
NrE375	503	504	8
NrE376	504	505	30
NrE377	491	506	22
NrE378	507	508	16
NrE379	510	511	32
NrE380	514	515	13
NrE381	515	516	15
NrE382	516	517	6
NrE383	517	518	10
NrE384	518	519	16
NrE385	520	18	24
NrE386	521	522	21
NrE387	523	524	38
NrE388	525	526	9
NrE389	526	527	7
NrE390	528	529	8
NrE391	529	530	9
NrE392	531	532	14
NrE393	493	534	22
NrE394	535	536	32
NrE395	537	538	33
NrE396	539	488	43
NrE397	540	492	41
NrE398	541	542	12
NrE399	544	545	15
NrE400	546	547	14
NrE401	508	549	2
NrE402	549	550	12
NrE403	551	552	13
NrE404	552	553	9
NrE405	552	554	14
NrE406	554	440	14
NrE407	555	485	43
NrE408	485	496	23
NrE409	496	511	10
NrE410	511	556	10
NrE411	558	559	18
NrE412	559	560	11
NrE413	562	551	10
NrE414	445	563	13
NrE415	564	527	4
NrE416	527	530	10
NrE417	530	565	11
NrE418	565	566	18
NrE419	566	567	19
NrE420	567	568	13
NrE421	568	569	8
NrE422	569	570	9
NrE423	570	571	12
NrE424	571	572	13
NrE425	573	574	16
NrE426	574	575	18
NrE427	576	577	17
NrE428	577	578	15
NrE429	581	553	11
NrE430	553	554	12
NrE431	559	521	9
NrE432	521	582	10
NrE433	583	584	11
NrE434	585	536	13
NrE435	536	586	12
NrE436	586	587	17
NrE437	587	588	16
NrE438	588	589	1
NrE439	446	590	5
NrE440	591	533	13
NrE441	533	592	9
NrE442	592	556	10
NrE443	16	593	14
NrE444	593	543	7
NrE445	543	594	5
NrE446	596	555	12
NrE447	555	499	12
NrE448	499	539	11
NrE449	539	557	12
NrE450	130	135	20
NrE451	498	598	47
NrE452	599	586	32
NrE453	586	576	7
NrE454	576	600	6
NrE455	600	601	11
NrE456	602	522	12
NrE457	522	541	2
NrE458	541	560	12
NrE459	560	547	13
NrE460	547	603	13
NrE461	603	604	10
NrE462	604	605	7
NrE463	606	607	2
NrE464	607	605	1
NrE465	608	606	5
NrE466	609	523	6
NrE467	523	610	20
NrE468	612	542	48
NrE469	583	613	17
NrE470	613	509	12
NrE471	509	614	15
NrE472	615	550	8
NrE476	248	247	3
NrE477	247	264	21
NrE478	264	618	10
NrE479	618	255	1
NrE480	104	248	19
NrE481	157	177	39
NrE482	620	170	20
NrE483	170	174	30
NrE484	174	184	32
NrE485	619	165	11
NrE486	165	167	10
NrE487	167	155	11
NrE488	155	178	9
NrE489	178	162	10
NrE490	157	158	10
NrE491	158	152	10
NrE492	152	146	10
NrE493	146	621	10
NrE494	621	622	4
NrE495	442	630	11
NrE496	630	377	12
NrE497	636	637	5
NrE498	639	426	3
NrE499	640	32	9
NrE500	398	641	5
NrE501	641	33	7
NrE502	409	642	4
NrE503	642	643	11
NrE504	643	30	11
NrE505	644	519	10
NrE506	519	505	9
NrE507	505	424	13
NrE508	645	646	5
NrE509	471	644	4
NrE510	647	640	4
NrE511	646	512	4
NrE512	466	648	35
NrE513	652	653	17
NrE514	653	654	11
NrE515	657	658	20
NrE516	658	197	23
NrE517	207	187	20
NrE518	528	525	9
NrE604	721	722	13
NrE605	722	564	4
NrE611	730	731	2
NrE637	761	762	3
NrE638	763	764	18
NrE639	765	766	34
NrE640	767	766	2
NrE641	766	768	11
NrE642	768	769	11
NrE643	769	770	12
NrE644	770	771	11
NrE645	771	772	11
NrE646	773	772	22
NrE647	774	770	27
NrE648	775	771	24
NrE649	776	768	32
NrE650	768	761	22
NrE655	255	249	10
NrE656	249	781	2
NrE657	781	777	10
NrE658	777	782	4
NrE660	783	229	35
NrE661	229	221	11
NrE662	221	270	12
NrE663	270	784	6
NrE667	28	42	8
NrE668	42	40	10
NrE669	40	70	3
NrE670	70	786	2
NrE671	786	38	6
NrE672	38	789	7
NrE673	789	735	10
NrE674	790	562	17
NrE675	562	791	11
NrE676	791	443	12
NrE677	305	608	34
NrE678	442	400	14
NrE679	400	797	11
NrE680	439	798	8
NrE681	798	799	6
NrE682	799	433	12
NrE683	822	826	12
NrE684	826	827	12
NrE685	833	834	12
NrE686	834	825	12
NrE687	827	833	14
NrE688	826	834	14
NrE689	835	823	14
NrE690	835	836	7
NrE691	837	836	5
NrE692	836	838	9
NrE693	838	823	7
NrE694	837	839	8
NrE695	840	839	24
NrE696	428	320	6
NrE697	842	844	2
NrE698	20	448	50
NrE699	33	853	39
NrE700	858	514	17
NrE701	514	645	15
NrE702	861	425	6
NrE703	868	869	7
NrE704	117	116	7
NrE705	496	500	17
NrE706	500	501	12
NrE707	501	871	6
NrE708	871	506	6
NrE709	506	534	11
NrE710	534	502	8
NrE711	502	609	14
NrE712	874	875	12
NrE713	875	876	11
NrE714	876	877	23
NrE715	874	878	40
NrE716	872	344	19
NrE717	878	880	20
NrE718	614	574	19
NrE719	574	484	16
NrE720	648	584	34
NrE721	584	881	49
NrE722	74	882	27
NrE723	882	883	34
NrE724	810	884	5
NrE725	139	888	12
NrE726	513	889	7
NrE727	513	890	5
NrE728	890	470	15
NrE729	891	882	11
NrE730	892	893	17
NrE731	395	894	21
NrE732	894	892	24
NrE733	895	419	15
NrE734	643	900	33
NrE735	342	332	23
NrE736	332	901	20
NrE744	464	451	13
NrE745	451	460	7
NrE746	854	923	21
NrE747	482	854	31
NrE748	853	473	2
NrE749	473	469	9
NrE750	469	924	14
NrE751	924	889	5
NrE752	889	463	4
NrE753	463	925	32
NrE754	926	927	14
NrE755	928	73	9
NrE756	73	929	13
NrE757	929	891	13
NrE758	930	928	5
NrE759	934	935	19
NrE760	408	937	14
NrE761	937	404	14
NrE762	366	937	21
NrE763	938	278	26
NrE764	175	181	20
NrE765	181	171	11
NrE766	103	115	28
NrE767	504	516	9
NrE768	859	503	12
NrE769	243	265	24
NrE773	251	941	8
NrE774	115	90	28
NrE775	942	907	46
NrE776	907	933	3
NrE777	933	943	23
NrE778	942	930	26
NrE779	330	390	8
NrE780	390	944	12
NrE781	308	945	18
NrE782	945	330	7
NrE783	168	183	49
NrE784	183	239	11
NrE785	239	476	56
NrE786	476	946	12
NrE787	947	782	15
NrE788	782	926	32
NrE789	926	927	9
NrE790	927	80	36
NrE794	344	333	19
NrE795	333	950	22
NrE796	951	328	8
NrE797	328	952	21
NrE798	336	951	10
NrE799	394	874	29
NrE800	954	955	12
NrE801	955	875	34
NrE802	875	395	30
NrE803	956	957	14
NrE804	957	954	10
NrE805	954	878	11
NrE806	300	958	11
NrE807	958	876	11
NrE808	876	959	11
NrE809	959	936	12
NrE810	936	396	7
NrE818	274	963	20
NrE819	963	783	10
NrE820	353	795	19
NrE821	354	316	13
NrE822	316	415	21
NrE823	415	902	21
NrE824	329	391	7
NrE825	391	969	13
NrE826	969	970	13
NrE827	346	357	13
NrE828	357	349	11
NrE829	349	945	18
NrE830	324	335	13
NrE831	335	872	14
NrE833	594	483	16
NrE834	483	573	16
NrE835	144	934	8
NrE836	934	980	9
NrE837	981	604	45
NrE838	433	436	29
NrE839	436	982	14
NrE840	983	984	10
NrE841	984	985	7
NrE842	985	986	9
NrE843	986	987	8
NrE844	563	791	24
NrE845	820	981	10
NrE846	981	989	10
NrE847	989	558	23
NrE848	558	546	11
NrE849	546	603	10
NrE850	986	994	13
NrE851	995	996	17
NrE852	440	995	3
NrE853	451	477	14
NrE854	477	458	66
NrE855	458	183	16
NrE856	998	84	1
NrE857	84	999	7
NrE858	999	1000	1
NrE859	1000	1001	3
NrE860	1001	998	4
NrE863	388	345	21
NrE864	619	171	19
NrE865	91	1012	17
NrE866	1012	1013	14
NrE867	1013	1014	13
NrE868	1014	1015	12
NrE869	1012	1016	37
NrE870	1013	1017	35
NrE871	1017	1018	13
NrE872	1019	1020	7
NrE873	1020	1021	26
NrE874	85	1022	28
NrE875	1022	1023	12
NrE876	1023	1024	12
NrE877	1015	1025	11
NrE878	1025	1026	22
NrE879	1026	1027	26
NrE880	1018	1023	27
NrE881	1028	1022	21
NrE882	145	1029	17
NrE883	1029	129	5
NrE884	129	1030	16
NrE885	29	475	33
NrE895	1034	617	12
NrE897	856	1039	3
NrE898	1040	238	3
NrE899	1041	939	15
NrE900	939	468	25
NrE901	1042	648	14
NrE902	1020	1045	32
NrE903	1048	1049	33
NrE904	1021	1045	12
NrE905	180	1052	10
NrE906	1052	1053	24
NrE907	1053	1054	10
NrE908	1027	1062	40
NrE909	1062	1063	21
NrE910	1021	1064	46
NrE911	1045	1065	52
NrE912	1024	1062	12
NrE913	1062	1066	12
NrE914	1063	1067	11
NrE915	520	1068	4
NrE916	186	1069	13
NrE917	1069	658	14
NrE918	196	1069	23
NrE919	894	897	15
NrE920	14	1051	14
NrE921	880	1005	30
NrE925	538	1077	7
NrE926	1077	1078	21
NrE927	1078	1079	13
NrE928	1079	589	4
NrE939	1082	788	2
NrE949	90	922	10
NrE950	922	81	5
NrE951	81	921	7
NrE952	921	1085	7
NrE953	1085	87	5
NrE954	87	1031	9
NrE955	1031	93	3
NrE956	93	92	11
NrE957	92	83	11
NrE958	83	1032	3
NrE959	1032	89	9
NrE960	89	105	4
NrE961	105	86	8
NrE962	91	82	17
NrE963	82	88	12
NrE964	88	1001	9
NrE965	1024	1086	33
NrE966	1086	1087	20
NrE967	1087	1014	34
NrE968	1088	1019	24
NrE969	1025	1088	11
NrE970	1021	1027	12
NrE971	1027	1086	11
NrE972	1086	1018	12
NrE973	1018	1028	12
NrE974	1028	999	10
NrE975	762	997	5
NrE976	113	764	5
NrE977	764	1093	28
NrE978	1093	148	8
NrE979	148	242	5
NrE980	1093	763	16
NrE981	763	765	12
NrE982	765	260	3
NrE983	260	776	9
NrE984	776	1094	21
NrE985	1094	774	4
NrE986	774	775	12
NrE987	775	773	11
NrE988	1092	767	4
NrE989	941	1095	12
NrE990	1095	150	11
NrE991	150	1094	11
NrE992	1096	980	5
NrE993	980	142	9
NrE994	142	1029	12
NrE995	1029	1097	9
NrE996	1098	138	17
NrE997	138	1097	17
NrE998	1097	1044	9
NrE999	1044	1099	11
NrE1000	1099	137	15
NrE1001	137	131	15
NrE1002	131	597	16
NrE1003	597	134	2
NrE1004	1030	128	6
NrE1005	935	1096	18
NrE1006	869	1101	7
NrE1007	970	1104	4
NrE1008	1104	1105	20
NrE1009	1106	795	15
NrE1010	824	841	14
NrE1011	841	10	3
NrE1012	10	840	2
NrE1013	354	45	3
NrE1014	45	795	40
NrE1015	338	902	12
NrE1016	902	350	13
NrE1017	350	898	12
NrE1018	898	916	1
NrE1019	294	326	51
NrE1020	345	293	34
NrE1021	293	294	3
NrE1022	938	1002	55
NrE1023	326	938	5
NrE1024	389	346	21
NrE1025	346	358	17
NrE1026	358	324	46
NrE1027	389	356	12
NrE1028	318	389	13
NrE1029	881	1112	7
NrE1030	810	375	11
NrE1031	884	806	6
NrE1032	806	1116	9
NrE1033	1116	437	13
NrE1034	437	441	13
NrE1035	441	799	17
NrE1036	1118	944	5
NrE1037	944	1119	5
NrE1038	944	1120	6
NrE1039	318	52	21
NrE1040	52	916	20
NrE1041	916	899	11
NrE1042	899	868	17
NrE1043	1120	1105	4
NrE1044	1105	944	6
NrE1045	1120	969	21
NrE1046	969	952	14
NrE1047	952	950	12
NrE1048	970	968	13
NrE1049	307	1121	3
NrE1050	990	816	2
NrE1051	991	815	2
NrE1052	992	814	2
NrE1053	993	813	2
NrE1054	872	873	9
NrE1055	873	879	5
NrE1056	344	901	14
NrE1057	901	311	15
NrE1058	311	394	14
NrE1065	1019	1026	12
NrE1066	1026	1087	12
NrE1067	1087	1017	12
NrE1068	1017	1016	12
NrE1069	1016	1000	10
NrE1070	1122	1095	34
NrE1071	1095	259	29
NrE1072	259	243	27
NrE1073	622	1123	2
NrE1074	1123	1122	3
NrE1075	621	180	33
NrE1076	1059	1057	44
NrE1077	1057	1125	2
NrE1078	80	883	35
NrE1079	883	34	16
NrE1080	956	301	42
NrE1081	301	877	23
NrE1082	877	971	12
NrE1085	959	971	28
NrE1086	844	419	23
NrE1087	1038	225	26
NrE1088	225	234	15
NrE1089	234	217	14
NrE1090	235	1129	16
NrE1091	1129	855	20
NrE1092	1130	479	18
NrE1093	479	1131	13
NrE1094	427	1133	2
NrE1095	1037	223	9
NrE1096	223	232	14
NrE1097	232	215	21
NrE1098	215	191	20
NrE1099	191	204	18
NrE1100	204	209	21
NrE1101	237	1037	3
NrE1102	1137	480	10
NrE1103	1138	784	17
NrE1104	1138	271	7
NrE1105	271	220	12
NrE1106	220	228	11
NrE1107	228	213	11
NrE1108	213	257	11
NrE1109	257	963	12
NrE1110	32	923	19
NrE1111	923	1129	15
NrE1112	1129	450	17
NrE1113	450	1134	17
NrE1114	1134	1038	2
NrE1115	890	924	7
NrE1116	56	325	11
NrE1117	325	988	5
NrE1118	988	1140	20
NrE1119	1140	337	15
NrE1120	337	870	14
NrE1121	369	1132	6
NrE1122	1133	857	14
NrE1123	857	374	1
NrE1124	374	647	10
NrE1125	1132	1133	4
NrE1126	1078	1141	6
NrE1127	578	588	9
NrE1128	654	1142	20
NrE1129	601	653	16
NrE1130	653	532	11
NrE1131	532	721	24
NrE1132	497	537	15
NrE1133	537	1071	14
NrE1134	1071	580	5
NrE1135	580	585	33
NrE1136	585	1143	5
NrE1137	652	531	11
NrE1138	531	723	3
NrE1139	723	722	23
NrE1140	579	599	4
NrE1141	599	1077	18
NrE1142	550	497	7
NrE1143	507	1146	25
NrE1144	1146	1147	7
NrE1145	1147	1148	4
NrE1146	1149	1148	6
NrE1147	1146	1150	6
NrE1148	1149	1151	4
NrE1149	1151	1150	7
NrE1150	1151	1147	6
NrE1151	722	565	27
NrE1152	1143	1152	9
NrE1153	601	1142	12
NrE1154	1142	1153	5
NrE1155	600	1152	22
NrE1156	577	587	7
