Name:		lavras08
Optimal value:	6038
#Vehicles:	2
Capacity:	5400
Depot Node:	773
#Nodes:		773
#Edges:		832
#Arcs:		328
#Required N:	0
#Required E:	160
#Required A:	4

ReN.	DEMAND	S. COST

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
NrE475	614	615	14
NrE476	616	106	9
NrE477	106	617	13
NrE478	617	584	13
NrE479	618	616	5
NrE480	74	619	12
NrE481	619	108	11
NrE482	137	620	11
NrE483	137	622	12
NrE484	622	134	11
NrE485	134	623	12
NrE486	136	624	12
NrE487	128	627	17
NrE488	624	623	29
NrE489	619	628	11
NrE491	631	632	19
NrE492	394	641	14
NrE493	641	392	14
NrE494	361	641	21
NrE495	642	297	26
NrE496	625	627	4
NrE497	627	132	6
NrE498	132	643	13
NrE499	146	644	6
NrE500	645	146	8
NrE501	647	648	13
NrE504	156	644	5
NrE505	644	479	14
NrE506	650	601	46
NrE507	601	630	3
NrE508	630	651	23
NrE509	650	618	26
NrE510	306	652	18
NrE511	197	213	49
NrE512	213	269	11
NrE513	269	449	56
NrE514	449	653	12
NrE515	654	515	15
NrE516	515	614	32
NrE517	614	615	9
NrE518	615	123	36
NrE519	339	328	19
NrE520	328	656	22
NrE521	382	570	29
NrE522	658	659	12
NrE523	659	571	34
NrE524	571	383	30
NrE525	660	661	14
NrE526	661	658	10
NrE527	658	574	11
NrE528	304	662	11
NrE529	662	572	11
NrE530	572	663	11
NrE531	663	633	12
NrE532	633	384	7
NrE533	295	665	20
NrE534	665	516	10
NrE535	127	129	16
NrE536	666	135	12
NrE537	135	667	11
NrE538	667	138	12
NrE539	666	625	14
NrE540	100	668	20
NrE541	100	93	12
NrE547	120	82	32
NrE548	82	671	40
NrE549	565	171	18
NrE550	171	648	13
NrE551	483	110	4
NrE552	110	672	5
NrE553	672	565	26
NrE554	674	175	26
NrE555	175	562	23
NrE556	562	74	19
NrE557	348	519	19
NrE558	349	314	13
NrE559	314	400	21
NrE560	400	600	21
NrE561	624	622	11
NrE562	622	667	26
NrE563	667	596	22
NrE564	52	678	11
NrE565	678	113	7
NrE566	113	99	7
NrE567	99	92	11
NrE568	92	679	11
NrE569	679	680	11
NrE573	341	352	13
NrE574	352	344	11
NrE575	344	652	18
NrE576	323	330	13
NrE577	330	568	14
NrE578	686	661	20
NrE579	114	100	7
NrE580	478	456	16
NrE581	456	466	16
NrE582	167	631	8
NrE583	631	692	9
NrE584	415	418	29
NrE585	418	693	14
NrE586	623	666	26
NrE588	428	450	14
NrE589	450	435	66
NrE590	435	213	16
NrE591	380	340	21
NrE593	168	706	17
NrE594	706	153	5
NrE595	153	707	16
NrE596	31	448	33
NrE597	172	169	23
NrE598	169	567	16
NrE599	567	176	18
NrE600	708	172	24
NrE601	176	709	11
NrE602	554	714	3
NrE603	715	268	3
NrE604	716	646	15
NrE605	646	444	25
NrE606	717	503	14
NrE607	719	144	8
NrE608	720	719	8
NrE609	723	724	33
NrE610	463	725	4
NrE611	216	726	13
NrE612	726	510	14
NrE613	226	726	23
NrE614	587	590	15
NrE615	648	174	10
NrE616	174	321	26
NrE617	479	474	20
NrE618	474	471	28
NrE619	479	728	9
NrE620	576	698	30
NrE621	576	729	10
NrE622	729	686	10
NrE631	125	678	23
NrE633	679	78	20
NrE634	78	90	20
NrE635	90	598	21
NrE636	638	733	16
NrE637	733	668	35
NrE638	157	475	19
NrE639	475	472	28
NrE640	734	692	5
NrE641	692	165	9
NrE642	165	706	12
NrE643	706	735	9
NrE644	143	462	9
NrE645	735	143	16
NrE646	736	161	17
NrE647	161	735	17
NrE648	735	720	9
NrE649	720	737	11
NrE650	737	160	15
NrE651	160	155	15
NrE652	155	480	16
NrE653	480	157	2
NrE654	707	152	6
NrE655	145	459	9
NrE656	152	737	10
NrE657	737	145	15
NrE658	632	734	18
NrE659	128	666	11
NrE660	596	139	12
NrE668	680	79	19
NrE669	79	91	20
NrE670	91	599	21
NrE682	738	130	14
NrE683	130	626	4
NrE684	626	133	13
NrE685	133	739	11
NrE686	739	640	11
NrE687	671	125	8
NrE688	708	740	12
NrE689	740	321	13
NrE690	321	674	13
NrE691	173	647	11
NrE692	647	170	12
NrE693	170	566	16
NrE694	566	709	20
NrE695	740	173	25
NrE696	628	109	16
NrE697	349	49	3
NrE698	49	519	40
NrE699	333	600	12
NrE700	600	345	13
NrE701	345	591	12
NrE702	591	608	1
NrE703	303	325	51
NrE704	340	302	34
NrE705	302	303	3
NrE706	642	695	55
NrE707	325	642	5
NrE708	381	341	21
NrE709	341	353	17
NrE710	353	323	46
NrE711	381	351	12
NrE712	316	381	13
NrE713	577	747	7
NrE714	532	370	11
NrE715	580	529	6
NrE716	529	748	9
NrE717	748	419	13
NrE718	419	422	13
NrE719	422	522	17
NrE720	316	55	21
NrE721	55	608	20
NrE722	608	592	11
NrE723	592	561	17
NrE724	568	569	9
NrE725	569	575	5
NrE726	339	595	14
NrE727	595	309	15
NrE728	309	382	14
NrE730	123	579	35
NrE731	579	36	16
NrE732	660	305	42
NrE733	305	573	23
NrE734	573	683	12
NrE735	729	658	20
NrE736	663	683	28
NrE737	542	403	23
NrE738	713	255	26
NrE739	255	264	15
NrE740	264	247	14
NrE741	265	752	16
NrE742	752	553	20
NrE743	753	452	18
NrE744	452	754	13
NrE745	409	756	2
NrE746	712	253	9
NrE747	253	262	14
NrE748	262	245	21
NrE749	245	221	20
NrE750	221	234	18
NrE751	234	239	21
NrE752	267	712	3
NrE753	760	453	10
NrE754	761	517	17
NrE755	761	292	7
NrE756	292	250	12
NrE757	250	258	11
NrE758	258	243	11
NrE759	243	283	11
NrE760	283	665	12
NrE761	34	613	19
NrE762	613	752	15
NrE763	752	427	17
NrE764	427	757	17
NrE765	757	713	2
NrE766	64	324	11
NrE767	324	694	5
NrE768	694	763	20
NrE769	763	332	15
NrE770	332	563	14
NrE771	364	755	6
NrE772	756	555	14
NrE773	555	369	1
NrE774	369	502	10
NrE775	755	756	4
NrE776	457	477	18
NrE777	457	10	15
NrE778	723	727	14
NrE779	727	705	20
NrE780	424	766	21
NrE781	724	766	7
NrE782	766	416	10
NrE783	416	727	9
NrE784	412	424	10
NrE785	424	417	10
NrE786	417	705	10
NrE787	705	610	9
NrE788	610	16	19
NrE789	693	748	11
NrE790	656	337	14
NrE791	342	350	8
NrE792	350	316	12
NrE793	664	759	2
NrE794	563	73	21
NrE795	73	561	13
NrE796	754	454	15
NrE801	733	645	109
NrE802	645	728	18
NrE803	509	215	28
NrE804	215	768	8
NrE805	768	769	6
NrE806	769	236	9
NrE807	236	508	11
NrE808	508	212	4
NrE809	212	232	8
NrE810	232	770	8
NrE811	770	223	11
NrE812	223	771	9
NrE813	771	703	17
NrE814	703	772	20
NrE815	772	260	9
NrE816	260	711	10
NrE817	125	99	35
NrE818	651	734	5
NrE819	527	382	56
NrE820	160	156	25
NrE821	127	483	13
NrE823	159	126	9
NrE824	597	739	27
NrE825	123	197	24
NrE826	661	304	32
NrE827	709	672	18
NrE828	710	758	2
NrE829	553	753	28
NrE830	33	497	26
NrE831	294	773	14
NrE832	773	664	20

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A68	485	486	12	1	18
A162	86	46	20	1	30
A176	184	485	10	1	15
A226	43	669	11	1	17

ARC	FROM N.	TO N.	T. COST
NrA1	1	2	32
NrA2	2	3	16
NrA3	3	4	17
NrA4	4	5	22
NrA5	5	6	6
NrA6	6	7	13
NrA7	8	9	24
NrA8	10	11	21
NrA9	11	12	23
NrA10	12	13	19
NrA11	13	14	17
NrA12	14	15	17
NrA13	15	16	42
NrA14	55	56	13
NrA15	64	65	30
NrA16	65	66	15
NrA17	66	67	8
NrA18	67	48	16
NrA19	48	68	18
NrA20	73	74	26
NrA21	128	129	14
NrA22	136	137	11
NrA23	137	138	26
NrA24	138	139	22
NrA25	139	140	17
NrA26	140	141	3
NrA27	183	184	12
NrA28	228	229	12
NrA29	229	230	9
NrA30	230	231	16
NrA31	296	297	12
NrA32	297	298	8
NrA33	309	310	26
NrA34	317	229	17
NrA35	229	318	21
NrA36	336	337	19
NrA37	319	338	11
NrA38	340	341	11
NrA39	370	371	3
NrA40	372	373	17
NrA41	5	67	23
NrA42	377	356	5
NrA43	1	387	18
NrA44	387	388	9
NrA45	66	366	11
NrA46	366	6	14
NrA47	396	377	14
NrA48	377	357	8
NrA49	397	398	11
NrA50	398	399	7
NrA51	403	393	9
NrA52	393	404	7
NrA53	404	402	6
NrA54	402	231	13
NrA55	231	405	14
NrA56	405	396	3
NrA57	396	374	33
NrA58	374	406	15
NrA59	406	407	3
NrA60	410	411	15
NrA61	422	420	12
NrA62	420	423	10
NrA63	405	410	13
NrA64	388	421	15
NrA65	424	425	44
NrA66	465	12	16
NrA67	479	480	12
NrA69	486	121	5
NrA70	121	183	5
NrA71	488	489	12
NrA72	489	1	24
NrA73	1	490	14
NrA74	491	492	23
NrA75	317	493	6
NrA76	407	465	13
NrA77	494	5	17
NrA78	495	419	22
NrA79	504	8	5
NrA80	504	505	12
NrA81	505	389	21
NrA82	389	506	17
NrA83	507	504	40
NrA84	507	329	6
NrA85	494	505	23
NrA86	505	329	40
NrA87	519	68	13
NrA88	523	524	14
NrA89	488	491	3
NrA90	525	526	22
NrA91	527	492	21
NrA92	336	528	16
NrA93	529	530	22
NrA94	493	398	9
NrA95	385	379	20
NrA96	379	532	13
NrA97	533	534	16
NrA98	534	378	15
NrA99	378	494	12
NrA100	7	504	7
NrA101	7	8	7
NrA102	8	365	11
NrA103	535	536	8
NrA104	536	525	7
NrA105	525	523	22
NrA106	535	537	8
NrA107	538	536	11
NrA108	493	524	4
NrA109	524	538	26
NrA110	538	539	6
NrA111	410	230	20
NrA112	230	540	19
NrA113	540	541	2
NrA114	318	411	14
NrA115	411	543	5
NrA116	318	544	10
NrA117	543	545	16
NrA118	545	546	2
NrA119	547	548	5
NrA120	548	544	14
NrA121	544	228	24
NrA122	15	544	16
NrA123	548	14	17
NrA124	547	543	7
NrA125	545	549	3
NrA126	550	546	4
NrA127	550	549	4
NrA128	549	547	15
NrA129	546	374	14
NrA130	406	359	16
NrA131	35	433	12
NrA132	433	552	10
NrA133	552	553	15
NrA134	553	426	18
NrA135	426	554	16
NrA136	557	10	4
NrA137	558	559	4
NrA138	561	108	25
NrA139	562	563	31
NrA140	462	564	22
NrA141	568	326	7
NrA142	326	569	10
NrA143	310	575	14
NrA144	570	310	13
NrA145	574	296	11
NrA146	296	326	29
NrA147	577	482	16
NrA148	581	582	12
NrA149	589	590	14
NrA150	590	384	21
NrA151	591	592	17
NrA152	589	360	20
NrA153	588	589	18
NrA154	360	588	25
NrA155	575	595	21
NrA156	93	598	11
NrA157	563	600	10
NrA158	107	603	6
NrA159	603	604	2
NrA160	605	606	5
NrA161	608	609	13
NrA163	618	602	4
NrA164	621	620	26
NrA165	634	635	24
NrA166	636	634	13
NrA167	634	564	13
NrA168	564	637	6
NrA169	637	142	4
NrA170	638	639	5
NrA171	640	636	2
NrA172	518	391	17
NrA173	391	494	20
NrA174	518	385	16
NrA175	506	518	24
NrA177	138	621	11
NrA178	609	56	20
NrA179	399	16	11
NrA180	675	676	1
NrA181	676	677	23
NrA182	677	490	13
NrA183	490	531	12
NrA184	68	675	15
NrA185	530	372	12
NrA186	683	684	27
NrA187	684	594	4
NrA188	594	685	2
NrA189	298	576	11
NrA190	16	688	16
NrA191	688	689	16
NrA192	689	690	10
NrA193	690	581	16
NrA194	581	691	29
NrA195	373	533	18
NrA196	635	461	9
NrA197	365	65	12
NrA198	695	301	1
NrA199	301	696	3
NrA200	650	697	6
NrA201	698	699	3
NrA202	700	300	3
NrA203	300	695	1
NrA204	701	698	4
NrA205	9	673	3
NrA206	702	639	2
NrA207	604	605	5
NrA208	704	380	11
NrA209	710	711	2
NrA210	711	268	7
NrA211	268	712	12
NrA212	712	270	11
NrA213	270	713	12
NrA214	713	714	20
NrA215	714	664	18
NrA216	718	445	1
NrA217	445	687	1
NrA218	687	717	2
NrA219	717	716	2
NrA220	716	718	2
NrA221	697	701	1
NrA222	701	699	2
NrA223	699	700	1
NrA224	56	704	6
NrA225	727	688	28
NrA227	140	597	13
NrA228	741	742	1
NrA229	742	697	4
NrA230	329	507	7
NrA231	3	533	24
NrA232	533	743	27
NrA233	68	3	18
NrA234	700	744	2
NrA235	744	655	1
NrA236	655	741	1
NrA237	742	650	5
NrA238	654	745	3
NrA239	513	745	2
NrA240	513	654	3
NrA241	606	107	5
NrA242	605	513	6
NrA243	745	746	3
NrA244	602	299	10
NrA245	299	604	2
NrA246	743	371	2
NrA247	743	370	2
NrA248	371	496	12
NrA249	496	534	18
NrA250	534	4	23
NrA251	520	749	2
NrA252	691	520	4
NrA253	749	387	9
NrA254	387	373	32
NrA255	691	749	4
NrA256	4	48	21
NrA257	373	2	22
NrA258	2	676	15
NrA259	528	491	9
NrA260	528	489	4
NrA261	696	744	1
NrA262	685	750	2
NrA263	750	392	12
NrA264	751	542	2
NrA265	751	541	2
NrA266	541	317	8
NrA267	523	751	3
NrA268	32	448	14
NrA269	231	364	21
NrA270	755	409	5
NrA271	554	757	20
NrA272	757	267	23
NrA273	267	715	12
NrA274	715	758	8
NrA275	759	554	18
NrA276	759	430	16
NrA277	430	753	18
NrA278	753	455	15
NrA279	455	434	11
NrA280	228	397	4
NrA281	397	493	11
NrA282	747	468	15
NrA283	468	556	10
NrA284	556	557	7
NrA285	557	465	43
NrA286	465	550	17
NrA287	9	762	4
NrA288	762	64	8
NrA289	142	583	10
NrA290	583	736	19
NrA291	736	166	8
NrA292	539	537	4
NrA293	537	582	22
NrA294	582	488	11
NrA295	338	764	9
NrA296	649	765	4
NrA297	764	765	8
NrA298	560	559	4
NrA299	765	558	4
NrA300	558	560	4
NrA301	559	319	15
NrA302	764	649	6
NrA303	725	725	16
NrA304	539	689	15
NrA305	689	722	13
NrA306	722	721	10
NrA307	721	723	7
NrA308	656	531	22
NrA309	531	336	15
NrA310	336	657	12
NrA311	657	527	21
NrA312	527	311	9
NrA313	311	526	10
NrA314	526	586	14
NrA315	586	403	16
NrA316	760	759	4
NrA317	746	606	1
NrA318	492	535	10
NrA319	653	710	3
NrA320	758	653	3
NrA321	434	551	8
NrA322	702	638	5
NrA323	640	702	44
NrA324	141	640	31
NrA325	639	636	44
NrA326	637	141	3
NrA327	673	762	3
NrA328	664	760	4
