Name:		lavras05
Optimal value:	4970
#Vehicles:	2
Capacity:	5400
Depot Node:	758
#Nodes:		797
#Edges:		863
#Arcs:		319
#Required N:	39
#Required E:	57
#Required A:	0

ReN.	DEMAND	S. COST
N759	1	20
N760	1	20
N761	1	20
N762	1	20
N763	1	20
N764	1	20
N765	1	20
N766	1	20
N767	1	20
N768	1	20
N769	1	20
N770	1	20
N771	1	20
N772	1	20
N773	1	20
N774	1	20
N775	1	20
N776	1	20
N777	1	20
N778	1	20
N779	1	20
N780	1	20
N781	1	20
N782	1	20
N783	1	20
N784	1	20
N785	1	20
N786	1	20
N787	1	20
N788	1	20
N789	1	20
N790	1	20
N791	1	20
N792	1	20
N793	1	20
N794	1	20
N795	1	20
N796	1	20
N797	1	20

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
NrE77	105	106	17
NrE78	106	107	13
NrE79	107	108	13
NrE80	108	109	12
NrE81	112	113	17
NrE82	114	115	17
NrE83	116	115	21
NrE84	117	100	7
NrE85	100	118	13
NrE86	119	105	28
NrE87	120	121	13
NrE88	122	123	13
NrE89	123	124	29
NrE90	124	125	20
NrE91	126	127	15
NrE92	127	122	12
NrE93	129	130	20
NrE94	131	132	4
NrE95	132	133	20
NrE96	133	106	21
NrE97	106	134	13
NrE98	117	130	12
NrE99	130	138	14
NrE100	140	141	21
NrE101	141	108	21
NrE102	108	142	12
NrE103	142	143	30
NrE104	134	101	2
NrE105	101	144	11
NrE106	144	142	12
NrE107	142	145	12
NrE108	146	147	8
NrE109	147	148	2
NrE110	148	149	5
NrE111	149	150	18
NrE112	150	151	5
NrE113	152	153	8
NrE114	153	154	16
NrE115	154	155	15
NrE116	155	156	15
NrE117	156	146	13
NrE118	157	158	17
NrE119	159	160	2
NrE120	161	159	21
NrE121	166	150	10
NrE122	167	168	17
NrE123	172	173	28
NrE124	174	175	11
NrE125	175	176	12
NrE126	147	160	34
NrE127	160	178	1
NrE128	181	182	14
NrE129	182	183	10
NrE130	184	152	22
NrE131	185	154	30
NrE132	154	167	12
NrE133	167	186	11
NrE134	186	187	5
NrE135	133	192	12
NrE136	192	141	13
NrE137	141	25	13
NrE138	193	168	7
NrE139	168	155	14
NrE140	155	194	26
NrE141	202	193	12
NrE142	193	203	17
NrE143	206	207	53
NrE144	207	208	5
NrE145	208	209	12
NrE146	210	211	20
NrE147	212	213	12
NrE148	214	215	18
NrE149	10	216	31
NrE150	219	220	28
NrE151	220	221	5
NrE152	221	222	5
NrE154	228	229	20
NrE155	229	85	21
NrE156	85	230	17
NrE157	231	232	16
NrE158	232	228	23
NrE160	235	236	6
NrE162	237	238	2
NrE163	238	239	4
NrE164	113	240	4
NrE166	243	244	29
NrE167	245	243	6
NrE168	248	249	15
NrE169	250	248	5
NrE170	251	252	15
NrE171	253	254	12
NrE172	254	255	5
NrE175	257	258	7
NrE176	258	259	7
NrE177	240	260	13
NrE178	261	256	12
NrE179	256	262	20
NrE180	262	263	12
NrE181	264	234	18
NrE182	234	265	16
NrE183	265	266	16
NrE184	268	269	20
NrE185	269	248	11
NrE186	252	270	12
NrE187	269	271	14
NrE188	271	272	15
NrE189	272	231	16
NrE190	231	273	16
NrE191	236	274	20
NrE192	274	275	15
NrE193	275	276	6
NrE194	235	277	16
NrE195	278	279	19
NrE196	281	282	12
NrE199	233	283	14
NrE200	275	284	19
NrE201	284	266	17
NrE202	286	249	4
NrE203	249	271	11
NrE204	271	287	20
NrE205	288	289	16
NrE206	290	291	11
NrE207	291	292	8
NrE208	292	293	14
NrE210	294	295	21
NrE211	295	288	22
NrE212	296	297	11
NrE213	297	298	22
NrE214	298	299	30
NrE215	299	300	31
NrE216	301	302	19
NrE217	302	303	15
NrE219	304	305	15
NrE220	305	306	14
NrE221	306	307	27
NrE225	311	312	4
NrE226	312	313	9
NrE227	313	314	26
NrE228	314	315	12
NrE229	315	293	17
NrE230	293	316	16
NrE233	320	321	10
NrE235	322	323	8
NrE236	323	324	30
NrE237	325	326	15
NrE240	302	332	17
NrE242	334	335	13
NrE243	335	336	15
NrE244	336	337	6
NrE245	337	338	10
NrE246	338	339	16
NrE247	340	14	24
NrE249	343	344	27
NrE251	316	346	17
NrE252	348	349	13
NrE253	349	350	9
NrE254	349	351	14
NrE255	351	216	14
NrE257	354	355	4
NrE258	355	319	11
NrE259	319	311	16
NrE260	312	358	19
NrE261	360	348	10
NrE262	361	321	10
NrE263	321	315	14
NrE264	221	362	13
NrE265	363	364	23
NrE266	364	365	16
NrE267	365	366	15
NrE269	280	370	12
NrE270	370	246	12
NrE271	246	261	12
NrE272	261	225	24
NrE273	225	371	10
NrE274	372	373	28
NrE275	373	374	7
NrE276	374	375	12
NrE277	375	280	44
NrE278	371	376	10
NrE279	376	377	10
NrE280	377	378	10
NrE281	378	379	3
NrE282	379	380	8
NrE283	380	381	10
NrE284	381	382	10
NrE285	382	383	11
NrE286	384	385	17
NrE287	385	300	8
NrE288	386	329	11
NrE289	329	387	8
NrE290	388	389	16
NrE291	389	390	17
NrE292	391	350	11
NrE293	350	351	12
NrE294	394	395	11
NrE295	358	394	27
NrE296	222	396	5
NrE297	397	398	3
NrE298	399	400	8
NrE299	373	401	15
NrE300	401	402	25
NrE301	402	399	13
NrE302	12	403	14
NrE303	403	342	7
NrE304	342	404	5
NrE305	388	405	11
NrE306	405	406	11
NrE307	406	365	14
NrE308	365	407	12
NrE309	408	409	18
NrE310	409	406	15
NrE311	406	410	16
NrE312	410	411	17
NrE313	412	413	14
NrE314	413	405	15
NrE315	405	414	15
NrE316	414	415	17
NrE318	416	417	12
NrE319	418	419	10
NrE320	419	320	9
NrE321	320	314	15
NrE322	314	420	18
NrE323	421	325	27
NrE324	325	332	26
NrE325	332	341	17
NrE326	341	352	17
NrE327	352	333	18
NrE328	333	422	18
NrE329	423	343	6
NrE330	343	363	11
NrE331	363	408	14
NrE332	408	412	13
NrE333	412	424	11
NrE334	424	425	14
NrE335	426	390	14
NrE336	390	415	10
NrE337	415	411	11
NrE338	411	427	15
NrE340	428	328	12
NrE341	328	429	15
NrE342	218	437	11
NrE343	437	164	12
NrE344	440	202	3
NrE345	441	21	9
NrE346	178	442	5
NrE347	442	22	7
NrE348	187	443	4
NrE349	443	444	11
NrE350	444	19	11
NrE351	445	339	10
NrE352	339	324	9
NrE353	324	200	13
NrE354	446	447	5
NrE355	259	445	4
NrE356	448	441	4
NrE357	447	330	4
NrE358	253	449	35
NrE359	455	456	20
NrE360	456	46	23
NrE361	56	36	20
NrE363	457	458	4
NrE364	458	383	17
NrE365	383	459	15
NrE366	297	460	5
NrE367	460	461	31
NrE368	461	377	17
NrE369	462	463	10
NrE370	463	464	17
NrE371	460	465	21
NrE373	376	466	20
NrE374	466	467	17
NrE375	371	468	20
NrE376	468	469	3
NrE377	469	470	12
NrE378	470	471	12
NrE379	468	466	10
NrE380	466	463	10
NrE382	379	473	10
NrE384	472	474	12
NrE385	458	475	11
NrE388	385	479	13
NrE389	479	457	10
NrE391	475	382	17
NrE393	381	481	10
NrE394	481	473	17
NrE395	473	462	13
NrE396	459	480	11
NrE397	480	482	11
NrE399	464	467	11
NrE401	378	478	17
NrE402	485	78	35
NrE403	78	70	11
NrE404	70	93	12
NrE405	93	486	6
NrE406	423	487	6
NrE407	488	360	17
NrE408	360	489	11
NrE409	489	219	12
NrE410	219	423	13
NrE411	490	421	28
NrE412	421	301	42
NrE413	301	491	28
NrE414	491	400	27
NrE416	492	307	20
NrE417	307	493	7
NrE418	493	494	6
NrE419	494	277	35
NrE421	356	495	14
NrE422	218	180	14
NrE423	180	503	11
NrE424	215	504	8
NrE425	504	505	6
NrE426	505	209	12
NrE427	204	111	6
NrE428	523	525	2
NrE429	16	224	50
NrE430	392	426	10
NrE431	426	532	17
NrE432	22	535	39
NrE433	540	334	17
NrE434	334	446	15
NrE435	543	201	6
NrE436	548	549	5
NrE437	549	550	2
NrE438	551	114	7
NrE439	552	553	39
NrE440	558	559	11
NrE441	556	138	19
NrE442	429	368	19
NrE443	368	289	16
NrE444	395	561	49
NrE445	515	562	5
NrE446	331	565	7
NrE447	331	566	5
NrE448	566	258	15
NrE449	567	568	17
NrE450	175	569	21
NrE451	569	567	24
NrE452	570	195	15
NrE453	444	575	33
NrE454	136	126	23
NrE455	126	576	20
NrE456	494	578	20
NrE457	578	239	5
NrE458	237	579	8
NrE459	251	230	13
NrE460	536	583	21
NrE461	287	536	31
NrE462	535	268	2
NrE463	268	257	9
NrE464	257	584	14
NrE465	584	565	5
NrE466	565	250	4
NrE467	250	585	32
NrE468	186	587	14
NrE469	587	184	14
NrE470	153	587	21
NrE471	323	336	9
NrE472	541	322	12
NrE473	124	172	8
NrE474	172	592	12
NrE475	138	127	19
NrE476	127	594	22
NrE477	595	122	8
NrE478	122	596	21
NrE479	130	595	10
NrE480	558	175	30
NrE481	559	598	11
NrE482	598	586	12
NrE483	586	176	7
NrE484	420	599	18
NrE485	599	600	4
NrE486	600	387	15
NrE487	387	429	17
NrE488	294	346	16
NrE489	346	601	13
NrE491	97	604	20
NrE492	604	485	10
NrE493	532	389	9
NrE494	389	414	11
NrE495	414	410	11
NrE496	410	366	14
NrE497	366	605	7
NrE498	353	606	42
NrE499	606	590	18
NrE500	590	267	24
NrE501	267	290	3
NrE502	290	418	26
NrE503	418	285	11
NrE504	285	283	16
NrE505	283	354	16
NrE506	279	607	5
NrE507	607	114	33
NrE508	608	353	40
NrE509	143	501	19
NrE510	144	107	13
NrE511	107	192	21
NrE512	192	577	21
NrE513	123	173	7
NrE514	173	613	13
NrE515	613	614	13
NrE516	118	129	13
NrE517	129	556	14
NrE518	277	616	3
NrE519	616	617	18
NrE520	617	618	12
NrE521	370	619	12
NrE522	619	620	13
NrE523	620	621	17
NrE524	417	492	8
NrE525	492	306	16
NrE527	544	548	10
NrE528	115	544	15
NrE529	622	623	22
NrE530	115	622	23
NrE534	209	212	29
NrE535	212	629	14
NrE536	630	631	10
NrE537	631	632	7
NrE538	632	633	9
NrE539	633	634	8
NrE540	362	489	24
NrE541	282	617	12
NrE544	227	242	10
NrE545	242	262	12
NrE546	262	247	12
NrE548	618	281	11
NrE549	633	638	13
NrE550	639	640	17
NrE551	216	639	3
NrE552	317	393	32
NrE553	393	425	25
NrE555	18	270	33
NrE556	398	491	8
NrE558	538	653	3
NrE559	654	87	3
NrE560	655	589	15
NrE561	589	255	25
NrE562	656	449	14
NrE563	660	661	33
NrE564	667	668	3
NrE565	668	619	13
NrE566	669	670	10
NrE567	670	671	3
NrE568	671	672	18
NrE569	673	674	2
NrE572	675	676	2
NrE573	676	620	18
NrE575	246	677	7
NrE576	669	678	22
NrE577	672	679	21
NrE578	621	679	16
NrE579	340	680	4
NrE580	35	681	13
NrE581	681	456	14
NrE582	45	681	23
NrE583	569	572	15
NrE584	10	663	14
NrE585	685	684	17
NrE586	614	686	4
NrE587	686	687	20
NrE588	688	501	15
NrE589	144	24	3
NrE590	24	501	40
NrE591	132	577	12
NrE592	577	140	13
NrE593	140	573	12
NrE594	573	580	1
NrE595	588	641	55
NrE596	120	588	5
NrE597	561	692	7
NrE598	515	162	11
NrE599	562	512	6
NrE600	512	696	9
NrE601	696	213	13
NrE602	213	217	13
NrE603	217	505	17
NrE604	698	592	5
NrE605	592	699	5
NrE606	592	700	6
NrE607	109	25	21
NrE608	25	580	20
NrE609	580	574	11
NrE610	574	554	17
NrE611	700	687	4
NrE612	687	592	6
NrE613	700	613	21
NrE614	613	596	14
NrE615	596	594	12
NrE616	614	612	13
NrE617	556	557	9
NrE618	557	560	5
NrE619	138	576	14
NrE620	576	102	15
NrE621	102	174	14
NrE622	525	195	23
NrE623	652	74	26
NrE624	74	83	15
NrE625	83	66	14
NrE626	84	703	16
NrE627	703	537	20
NrE628	704	272	18
NrE629	272	705	13
NrE630	203	707	2
NrE631	651	72	9
NrE632	72	81	14
NrE633	81	64	21
NrE634	64	40	20
NrE635	40	53	18
NrE636	53	58	21
NrE637	86	651	3
NrE638	711	273	10
NrE639	712	486	17
NrE640	712	94	7
NrE641	94	69	12
NrE642	69	77	11
NrE643	77	62	11
NrE644	62	91	11
NrE645	91	604	12
NrE646	21	583	19
NrE647	583	703	15
NrE648	703	229	17
NrE649	229	708	17
NrE650	708	652	2
NrE651	566	584	7
NrE652	27	119	11
NrE653	119	635	5
NrE654	635	714	20
NrE655	714	131	15
NrE656	131	555	14
NrE657	156	706	6
NrE658	707	539	14
NrE659	539	161	1
NrE660	161	448	10
NrE661	706	707	4
NrE664	310	318	17
NrE665	318	116	7
NrE666	358	345	13
NrE667	720	551	3
NrE668	718	720	4
NrE669	553	718	6
NrE672	295	637	16
NrE674	425	413	18
NrE675	413	409	11
NrE676	409	364	13
NrE677	364	344	9
NrE678	344	220	8
NrE679	396	721	16
NrE680	721	722	18
NrE681	722	723	7
NrE682	407	605	17
NrE683	605	427	18
NrE684	427	724	15
NrE685	222	407	6
NrE686	725	726	2
NrE687	727	725	3
NrE688	727	639	3
NrE689	216	727	4
NrE690	725	631	11
NrE691	631	728	16
NrE692	726	727	2
NrE693	728	729	2
NrE694	730	729	3
NrE695	730	731	4
NrE696	728	730	4
NrE697	729	630	13
NrE698	630	640	14
NrE699	732	731	2
NrE700	731	723	9
NrE701	723	733	17
NrE702	732	730	3
NrE703	291	361	16
NrE704	361	419	9
NrE705	660	682	14
NrE706	682	645	20
NrE707	734	638	7
NrE708	638	735	9
NrE709	735	728	15
NrE710	223	736	21
NrE711	661	736	7
NrE712	736	210	10
NrE713	210	682	9
NrE714	427	722	11
NrE715	722	732	8
NrE716	605	721	8
NrE717	721	735	13
NrE718	735	632	13
NrE719	632	726	8
NrE720	396	734	14
NrE721	734	634	12
NrE722	634	351	13
NrE723	724	733	4
NrE724	733	737	5
NrE725	724	737	6
NrE726	206	223	10
NrE727	223	211	10
NrE728	211	645	10
NrE729	645	582	9
NrE730	582	17	19
NrE731	737	206	5
NrE732	629	696	11
NrE733	375	743	36
NrE734	744	745	6
NrE735	746	678	21
NrE736	326	747	3
NrE737	748	608	3
NrE738	487	748	2
NrE739	238	578	4
NrE740	743	416	12
NrE742	648	402	13
NrE743	399	417	28
NrE744	417	493	34
NrE745	749	750	16
NrE746	298	749	5
NrE747	594	136	14
NrE748	699	125	19
NrE749	125	139	18
NrE750	139	145	8
NrE751	145	109	12
NrE752	603	710	2
NrE753	495	624	12
NrE754	624	685	21
NrE755	685	719	1
NrE756	555	32	21
NrE757	32	554	13
NrE758	407	396	2
NrE759	705	286	15
NrE760	745	744	4
NrE761	744	374	30
NrE762	751	296	4
NrE763	495	752	6
NrE764	752	751	21
NrE765	750	552	4
NrE766	455	34	28
NrE767	34	753	8
NrE768	753	754	6
NrE769	754	55	9
NrE770	55	454	11
NrE771	454	33	4
NrE772	33	51	8
NrE773	51	755	8
NrE774	755	42	11
NrE775	42	756	9
NrE776	756	644	17
NrE777	644	757	20
NrE778	757	79	9
NrE779	79	650	10
NrE780	510	174	56
NrE781	224	392	9
NrE782	143	698	18
NrE784	698	699	3
NrE785	649	709	2
NrE786	537	704	28
NrE787	20	440	26
NrE788	386	428	17
NrE789	96	758	14
NrE790	758	603	20
NrE791	759	375	9
NrE792	484	760	9
NrE793	760	759	17
NrE794	761	397	14
NrE795	372	762	10
NrE796	762	761	30
NrE797	280	763	7
NrE798	763	281	25
NrE799	618	764	5
NrE800	764	370	27
NrE801	246	765	4
NrE802	765	766	23
NrE803	766	247	5
NrE804	225	767	6
NrE805	767	226	7
NrE806	465	768	16
NrE807	768	371	23
NrE808	474	769	10
NrE809	769	464	7
NrE810	478	770	6
NrE811	770	461	5
NrE812	476	771	14
NrE813	771	381	4
NrE814	481	772	4
NrE815	772	482	10
NrE816	475	773	5
NrE817	773	476	6
NrE818	383	774	4
NrE819	774	384	11
NrE820	377	775	5
NrE821	775	462	5
NrE822	234	776	6
NrE823	776	777	20
NrE824	777	235	5
NrE825	284	778	4
NrE826	778	590	34
NrE827	422	779	13
NrE828	779	606	5
NrE829	304	780	8
NrE830	780	352	27
NrE831	319	781	10
NrE832	781	320	31
NrE833	266	782	8
NrE834	782	267	19
NrE835	266	783	17
NrE836	783	285	16
NrE837	346	784	6
NrE838	784	347	17
NrE839	345	785	15
NrE840	785	420	6
NrE841	309	786	11
NrE842	786	358	10
NrE843	449	787	6
NrE844	787	395	29
NrE845	717	788	13
NrE846	788	310	7
NrE847	420	789	13
NrE848	789	294	17
NrE849	354	790	7
NrE850	790	279	6
NrE851	292	791	12
NrE852	791	317	15
NrE853	289	792	6
NrE854	792	11	10
NrE855	367	793	5
NrE856	793	368	11
NrE857	794	342	7
NrE858	356	795	10
NrE859	795	357	15
NrE860	602	796	9
NrE861	796	347	10
NrE862	277	797	16
NrE863	797	264	20

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST

ARC	FROM N.	TO N.	T. COST
NrA1	1	2	32
NrA2	2	3	16
NrA3	3	4	17
NrA4	4	5	22
NrA5	5	6	6
NrA6	6	7	13
NrA7	8	9	24
NrA8	11	12	21
NrA9	12	13	23
NrA10	13	14	19
NrA11	14	15	17
NrA12	15	16	17
NrA13	16	17	42
NrA14	25	26	13
NrA15	27	28	30
NrA16	28	29	15
NrA17	29	30	8
NrA18	30	23	16
NrA19	23	31	18
NrA20	47	48	12
NrA21	48	49	9
NrA22	49	50	16
NrA23	102	103	26
NrA24	110	48	17
NrA25	48	111	21
NrA26	135	136	19
NrA27	112	137	11
NrA28	162	163	3
NrA29	164	165	17
NrA30	5	30	23
NrA31	169	148	5
NrA32	1	179	18
NrA33	179	180	9
NrA34	29	158	11
NrA35	158	6	14
NrA36	188	169	14
NrA37	169	149	8
NrA38	189	190	11
NrA39	190	191	7
NrA40	195	185	9
NrA41	185	196	7
NrA42	196	194	6
NrA43	194	50	13
NrA44	50	197	14
NrA45	197	188	3
NrA46	188	166	33
NrA47	166	198	15
NrA48	198	199	3
NrA49	199	200	19
NrA50	200	201	33
NrA51	204	205	15
NrA52	217	214	12
NrA53	214	218	10
NrA54	197	204	13
NrA55	180	215	15
NrA56	223	224	44
NrA57	330	331	35
NrA58	359	13	16
NrA59	430	431	12
NrA60	431	1	24
NrA61	1	432	14
NrA62	433	434	23
NrA63	110	435	6
NrA64	199	359	13
NrA65	436	5	17
NrA66	437	213	22
NrA67	450	8	5
NrA68	450	451	12
NrA69	451	181	21
NrA70	181	452	17
NrA71	453	450	40
NrA72	453	128	6
NrA73	483	484	2
NrA74	484	483	8
NrA75	496	497	2
NrA76	498	490	2
NrA77	499	498	3
NrA78	436	451	23
NrA79	451	128	40
NrA80	501	31	13
NrA81	488	502	4
NrA82	506	507	14
NrA83	430	433	3
NrA84	508	509	22
NrA85	510	434	21
NrA86	135	511	16
NrA87	512	513	22
NrA88	435	190	9
NrA89	177	171	20
NrA90	171	515	13
NrA91	516	517	16
NrA92	517	170	15
NrA93	170	436	12
NrA94	7	450	7
NrA95	7	8	7
NrA96	8	157	11
NrA97	518	519	8
NrA98	519	508	7
NrA99	508	506	22
NrA100	518	520	8
NrA101	521	519	11
NrA102	435	507	4
NrA103	507	521	26
NrA104	521	522	6
NrA105	204	49	20
NrA106	49	523	19
NrA107	523	524	2
NrA108	111	205	14
NrA109	205	526	5
NrA110	111	527	10
NrA111	526	528	16
NrA112	528	529	2
NrA113	530	531	5
NrA114	531	527	14
NrA115	527	47	24
NrA116	16	527	16
NrA117	531	15	17
NrA118	530	526	7
NrA119	528	533	3
NrA120	534	529	4
NrA121	534	533	4
NrA122	533	530	15
NrA123	529	166	14
NrA124	198	151	16
NrA125	22	244	12
NrA126	244	536	10
NrA127	536	537	15
NrA128	537	228	18
NrA129	228	538	16
NrA130	201	541	6
NrA131	541	542	14
NrA132	542	540	12
NrA133	545	11	4
NrA134	546	547	4
NrA135	556	121	7
NrA136	121	557	10
NrA137	103	560	14
NrA138	561	429	16
NrA139	563	564	12
NrA140	571	572	14
NrA141	572	176	21
NrA142	573	574	17
NrA143	571	152	20
NrA144	570	571	18
NrA145	152	570	25
NrA146	560	576	21
NrA147	555	577	10
NrA148	580	581	13
NrA149	500	183	17
NrA150	183	436	20
NrA151	500	177	16
NrA152	452	500	24
NrA153	581	26	20
NrA154	191	17	11
NrA155	610	611	1
NrA156	611	612	23
NrA157	612	432	13
NrA158	432	514	12
NrA159	31	610	15
NrA160	513	164	12
NrA161	575	615	2
NrA162	17	625	16
NrA163	625	626	16
NrA164	626	627	10
NrA165	627	563	16
NrA166	563	628	29
NrA167	165	516	18
NrA168	157	28	12
NrA169	641	99	1
NrA170	99	642	3
NrA171	643	98	3
NrA172	98	641	1
NrA173	9	609	3
NrA174	647	276	12
NrA175	276	647	2
NrA176	649	650	2
NrA177	650	87	7
NrA178	87	651	12
NrA179	651	88	11
NrA180	88	652	12
NrA181	652	653	20
NrA182	653	603	18
NrA183	657	260	1
NrA184	260	623	1
NrA185	623	656	2
NrA186	656	655	2
NrA187	655	657	2
NrA188	662	488	5
NrA189	663	391	4
NrA190	490	664	5
NrA191	665	666	3
NrA192	682	625	28
NrA193	683	684	3
NrA194	684	278	6
NrA195	278	683	3
NrA196	128	453	7
NrA197	686	688	22
NrA198	3	516	24
NrA199	516	689	27
NrA200	31	3	18
NrA201	643	690	2
NrA202	691	692	4
NrA203	542	691	4
NrA204	693	694	3
NrA205	330	694	3
NrA206	693	330	3
NrA207	585	439	4
NrA208	695	585	3
NrA209	695	439	3
NrA210	694	695	3
NrA211	689	163	2
NrA212	689	162	2
NrA213	163	438	12
NrA214	438	517	18
NrA215	517	4	23
NrA216	503	697	2
NrA217	628	503	4
NrA218	697	179	9
NrA219	179	165	32
NrA220	628	697	4
NrA221	4	23	21
NrA222	165	2	22
NrA223	2	611	15
NrA224	611	688	13
NrA225	688	592	15
NrA226	511	433	9
NrA227	511	431	4
NrA228	642	690	1
NrA229	615	701	2
NrA230	701	184	12
NrA231	702	525	2
NrA232	702	524	2
NrA233	524	110	8
NrA234	506	702	3
NrA235	19	270	14
NrA236	50	156	21
NrA237	706	203	5
NrA238	538	708	20
NrA239	708	86	23
NrA240	86	654	12
NrA241	654	709	8
NrA242	710	538	18
NrA243	710	232	16
NrA244	232	704	18
NrA245	704	287	15
NrA246	287	245	11
NrA247	47	189	4
NrA248	189	435	11
NrA249	692	369	15
NrA250	369	543	10
NrA251	543	545	7
NrA252	545	359	43
NrA253	359	534	17
NrA254	9	713	4
NrA255	713	27	8
NrA256	522	520	4
NrA257	520	564	22
NrA258	564	430	11
NrA259	137	715	9
NrA260	591	716	4
NrA261	715	716	8
NrA262	550	547	4
NrA263	716	546	4
NrA264	546	550	4
NrA265	547	112	15
NrA266	715	591	6
NrA267	718	719	4
NrA268	719	551	6
NrA269	720	719	4
NrA270	680	680	16
NrA271	522	626	15
NrA272	626	659	13
NrA273	659	658	10
NrA274	658	660	7
NrA275	738	666	3
NrA276	739	738	3
NrA277	740	662	2
NrA278	664	496	1
NrA279	666	663	3
NrA280	739	665	1
NrA281	741	740	2
NrA282	391	741	2
NrA283	662	502	3
NrA284	502	499	1
NrA285	742	664	3
NrA286	499	742	1
NrA287	497	739	2
NrA288	677	667	5
NrA289	667	675	12
NrA290	675	673	12
NrA291	673	670	12
NrA292	670	746	6
NrA293	746	671	6
NrA294	671	674	12
NrA295	674	676	12
NrA296	676	668	12
NrA297	668	677	5
NrA298	747	748	3
NrA299	326	487	5
NrA300	608	747	5
NrA301	398	399	27
NrA302	594	514	22
NrA303	514	135	15
NrA304	135	597	12
NrA305	597	510	21
NrA306	510	104	9
NrA307	104	509	10
NrA308	509	568	14
NrA309	568	195	16
NrA310	711	710	4
NrA311	434	518	10
NrA312	593	649	3
NrA313	709	593	3
NrA314	245	535	8
NrA315	432	596	24
NrA316	540	561	8
