Name:		lavras09
Optimal value:	9085
#Vehicles:	3
Capacity:	5400
Depot Node:	878
#Nodes:		906
#Edges:		875
#Arcs:		447
#Required N:	36
#Required E:	88
#Required A:	48

ReN.	DEMAND	S. COST
N131	1	20
N342	1	20
N358	1	20
N657	1	20
N686	1	20
N705	1	20
N710	1	20
N715	1	20
N879	1	20
N880	1	20
N881	1	20
N882	1	20
N883	1	20
N884	1	20
N885	1	20
N886	1	20
N887	1	20
N888	1	20
N889	1	20
N890	1	20
N891	1	20
N892	1	20
N893	1	20
N894	1	20
N895	1	20
N896	1	20
N897	1	20
N898	1	20
N899	1	20
N900	1	20
N901	1	20
N902	1	20
N903	1	20
N904	1	20
N905	1	20
N906	1	20

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E745	801	803	10	1	15
E748	805	803	14	1	21
E751	800	385	20	1	30
E752	606	604	39	1	59
E760	491	807	2	1	3
E771	64	617	18	1	27
E774	823	821	2	1	3
E775	821	824	11	1	17
E776	824	825	14	1	21
E777	834	831	2	1	3
E778	835	829	2	1	3
E779	836	828	3	1	5
E780	837	820	2	1	3
E781	825	822	12	1	18
E782	822	838	2	1	3
E783	838	826	14	1	21
E851	589	714	39	1	58

EDGE	FROM N.	TO N.	T. COST
NrE1	1	2	15
NrE2	2	3	15
NrE3	3	4	28
NrE4	4	5	21
NrE5	10	11	7
NrE6	11	12	12
NrE7	12	13	11
NrE9	15	16	7
NrE10	16	17	12
NrE12	18	19	11
NrE14	12	17	21
NrE16	22	23	26
NrE18	25	11	20
NrE20	27	28	11
NrE21	10	15	21
NrE22	15	30	21
NrE23	32	33	11
NrE24	33	34	12
NrE25	39	40	31
NrE26	41	42	31
NrE27	46	47	28
NrE28	48	49	28
NrE29	49	50	8
NrE30	50	51	5
NrE31	51	52	10
NrE32	52	53	13
NrE33	53	54	12
NrE34	54	55	11
NrE35	55	56	11
NrE36	56	57	13
NrE37	58	48	12
NrE39	60	61	11
NrE40	62	63	13
NrE41	64	65	11
NrE42	66	67	14
NrE43	67	44	37
NrE44	68	69	10
NrE45	69	70	2
NrE46	68	60	11
NrE47	60	71	22
NrE48	71	72	18
NrE49	75	47	10
NrE50	47	40	10
NrE51	40	42	10
NrE52	76	77	17
NrE54	77	67	12
NrE55	67	78	12
NrE56	78	73	12
NrE57	73	79	11
NrE59	61	81	22
NrE61	83	78	11
NrE63	84	38	3
NrE64	85	86	14
NrE65	88	85	2
NrE66	89	90	16
NrE69	93	94	16
NrE70	95	96	18
NrE71	96	97	8
NrE72	97	98	20
NrE73	98	99	13
NrE74	101	102	21
NrE77	108	109	15
NrE78	109	110	16
NrE79	111	112	16
NrE80	112	113	18
NrE81	87	22	12
NrE82	22	114	6
NrE83	114	95	5
NrE84	86	23	12
NrE85	23	97	10
NrE86	97	103	12
NrE87	103	107	12
NrE90	112	94	11
NrE91	115	52	41
NrE92	116	55	29
NrE93	117	53	35
NrE94	118	54	31
NrE95	119	120	44
NrE96	120	50	6
NrE97	122	56	28
NrE98	123	124	7
NrE99	124	125	12
NrE100	49	126	17
NrE102	128	121	3
NrE103	121	125	6
NrE104	125	129	6
NrE105	129	130	39
NrE106	131	110	5
NrE107	110	127	19
NrE108	127	124	15
NrE109	132	131	3
NrE110	133	119	11
NrE111	119	115	11
NrE112	115	117	12
NrE113	117	118	11
NrE114	118	116	12
NrE115	116	122	12
NrE116	122	134	12
NrE117	136	137	9
NrE118	137	138	10
NrE119	138	139	34
NrE120	140	141	15
NrE121	141	142	18
NrE122	143	144	15
NrE123	144	145	16
NrE124	141	146	3
NrE125	146	143	5
NrE126	143	147	10
NrE127	147	148	11
NrE128	149	150	6
NrE129	150	142	11
NrE130	142	151	9
NrE131	140	144	7
NrE132	144	152	10
NrE133	153	154	12
NrE134	155	156	34
NrE135	156	157	30
NrE136	158	159	12
NrE137	159	160	12
NrE138	159	161	28
NrE139	161	162	27
NrE140	33	159	24
NrE141	161	163	12
NrE142	171	162	14
NrE143	162	172	13
NrE144	175	176	7
NrE145	176	177	11
NrE146	177	178	11
NrE147	178	179	12
NrE148	180	181	11
NrE149	181	182	11
NrE150	182	183	19
NrE151	184	185	21
NrE152	185	178	19
NrE153	178	186	14
NrE154	186	187	13
NrE155	188	184	12
NrE156	184	189	11
NrE157	189	190	11
NrE158	190	191	11
NrE159	192	193	8
NrE160	193	185	11
NrE161	185	194	12
NrE162	194	195	11
NrE163	195	196	6
NrE164	197	198	21
NrE165	198	199	20
NrE166	200	201	11
NrE167	201	202	11
NrE168	202	203	21
NrE169	203	197	16
NrE170	204	205	21
NrE171	205	206	20
NrE172	206	207	16
NrE173	208	209	14
NrE174	209	210	14
NrE175	210	211	18
NrE176	211	204	34
NrE177	212	213	21
NrE178	213	214	20
NrE179	214	215	15
NrE180	216	217	11
NrE181	217	218	13
NrE182	218	219	14
NrE183	219	220	20
NrE184	220	212	25
NrE185	221	222	19
NrE186	222	223	16
NrE187	224	208	2
NrE188	208	217	14
NrE189	217	200	28
NrE190	200	182	19
NrE191	182	189	18
NrE192	189	194	21
NrE193	194	179	19
NrE194	226	210	17
NrE195	210	219	14
NrE196	219	202	13
NrE197	202	180	20
NrE198	180	191	17
NrE199	191	227	14
NrE200	227	196	7
NrE201	48	228	4
NrE202	228	229	14
NrE203	230	231	18
NrE204	232	233	12
NrE205	234	229	9
NrE206	237	238	17
NrE207	239	240	17
NrE208	241	242	20
NrE209	243	244	11
NrE210	244	156	12
NrE211	156	245	11
NrE212	246	247	12
NrE213	247	248	6
NrE214	248	249	12
NrE215	249	250	12
NrE216	251	204	11
NrE217	204	212	11
NrE218	212	197	11
NrE219	252	253	11
NrE220	253	231	3
NrE221	231	232	2
NrE222	232	238	11
NrE223	238	248	12
NrE224	254	255	17
NrE225	255	256	20
NrE226	256	251	21
NrE227	251	257	7
NrE228	256	205	11
NrE229	205	213	11
NrE230	213	198	11
NrE231	198	241	11
NrE232	241	258	11
NrE233	252	230	28
NrE234	230	237	13
NrE235	237	246	11
NrE236	246	259	30
NrE238	266	222	21
NrE240	268	269	16
NrE241	269	265	23
NrE242	270	271	29
NrE243	272	270	6
NrE244	273	274	59
NrE245	274	275	13
NrE246	276	277	15
NrE247	278	276	5
NrE248	279	280	15
NrE249	283	284	7
NrE250	284	285	7
NrE251	286	287	20
NrE252	287	276	11
NrE254	289	274	11
NrE255	274	290	10
NrE256	290	280	14
NrE257	287	291	14
NrE258	291	292	15
NrE259	292	268	16
NrE260	268	293	16
NrE261	294	277	4
NrE262	277	291	11
NrE263	291	295	20
NrE264	299	300	8
NrE265	300	301	30
NrE266	302	303	5
NrE267	303	304	8
NrE268	304	305	8
NrE269	308	309	13
NrE270	309	310	15
NrE271	310	311	6
NrE272	311	312	10
NrE273	312	313	16
NrE274	314	315	14
NrE275	315	316	11
NrE276	317	318	14
NrE277	318	319	7
NrE278	146	150	20
NrE279	150	319	19
NrE280	319	316	29
NrE281	234	233	3
NrE282	233	249	21
NrE283	249	322	10
NrE284	322	240	1
NrE285	58	234	19
NrE286	323	160	20
NrE287	160	163	30
NrE288	163	172	32
NrE289	337	338	49
NrE290	341	342	23
NrE291	343	338	38
NrE292	324	344	4
NrE293	344	282	7
NrE294	281	347	5
NrE295	343	352	28
NrE296	282	354	13
NrE297	329	357	62
NrE298	358	359	35
NrE299	169	365	6
NrE302	367	368	12
NrE309	384	366	10
NrE310	368	390	2
NrE311	382	391	20
NrE312	392	393	17
NrE313	394	395	2
NrE315	389	398	23
NrE316	398	370	9
NrE317	403	313	10
NrE318	313	301	9
NrE319	301	263	13
NrE320	404	405	5
NrE321	285	403	4
NrE322	405	306	4
NrE323	455	456	2
NrE324	457	458	2
NrE325	461	361	1
NrE326	361	462	5
NrE327	462	463	3
NrE328	463	355	3
NrE329	355	461	3
NrE330	474	475	1
NrE331	475	464	2
NrE332	464	411	2
NrE333	411	476	1
NrE334	476	477	3
NrE335	477	465	1
NrE336	465	447	2
NrE337	447	474	1
NrE338	487	488	20
NrE339	488	187	23
NrE340	193	177	20
NrE342	91	495	13
NrE343	496	128	17
NrE344	498	499	3
NrE345	500	501	18
NrE346	502	503	34
NrE347	504	503	2
NrE348	503	505	11
NrE349	505	506	11
NrE350	506	507	12
NrE351	507	508	11
NrE352	508	509	11
NrE353	510	509	22
NrE354	511	507	27
NrE355	512	508	24
NrE356	513	505	32
NrE357	505	498	22
NrE358	247	239	11
NrE359	239	515	11
NrE360	515	516	12
NrE361	322	517	19
NrE362	240	235	10
NrE363	235	518	2
NrE364	518	514	10
NrE365	514	519	4
NrE366	515	518	18
NrE367	521	522	12
NrE368	522	523	16
NrE369	523	524	11
NrE370	524	525	11
NrE371	525	526	11
NrE372	526	527	11
NrE373	527	528	11
NrE374	528	529	33
NrE375	529	530	11
NrE376	530	531	10
NrE377	531	532	10
NrE378	532	533	10
NrE379	522	534	13
NrE380	534	535	11
NrE381	535	536	12
NrE382	536	537	11
NrE383	537	538	11
NrE384	538	539	5
NrE385	539	540	10
NrE386	540	541	10
NrE387	541	542	10
NrE388	542	543	10
NrE389	543	544	11
NrE390	544	545	10
NrE391	545	546	23
NrE392	547	539	12
NrE393	539	548	10
NrE394	548	529	33
NrE395	540	549	13
NrE396	549	530	33
NrE397	541	550	12
NrE398	550	531	35
NrE399	542	532	47
NrE400	551	543	12
NrE401	543	552	22
NrE402	552	533	24
NrE403	552	553	10
NrE404	553	554	10
NrE405	544	553	23
NrE406	545	555	10
NrE407	555	554	15
NrE408	520	556	3
NrE409	556	546	12
NrE410	546	555	32
NrE411	549	550	10
NrE412	535	524	12
NrE413	536	525	15
NrE414	537	526	18
NrE415	538	527	23
NrE416	548	528	22
NrE417	557	558	21
NrE418	558	559	5
NrE419	559	560	7
NrE420	560	561	17
NrE422	562	559	12
NrE423	563	564	23
NrE424	565	566	2
NrE425	566	567	40
NrE426	568	565	21
NrE427	569	570	35
NrE428	567	571	11
NrE429	571	569	29
NrE430	569	570	16
NrE431	570	572	22
NrE432	572	573	46
NrE433	573	574	7
NrE434	574	575	39
NrE435	575	576	32
NrE436	576	577	2
NrE437	577	578	23
NrE438	579	572	12
NrE439	572	580	11
NrE440	579	581	46
NrE441	581	582	7
NrE443	580	584	46
NrE445	585	586	35
NrE446	584	573	12
NrE447	573	581	12
NrE448	581	587	12
NrE450	588	589	14
NrE451	588	583	14
NrE453	590	215	35
NrE454	215	207	11
NrE455	207	254	12
NrE456	254	591	6
NrE458	5	595	39
NrE459	599	308	17
NrE460	308	404	15
NrE461	456	604	16
NrE462	604	386	9
NrE463	458	605	13
NrE464	605	606	9
NrE465	606	420	9
NrE466	479	482	2
NrE467	482	605	28
NrE468	28	611	27
NrE469	611	612	34
NrE470	154	613	12
NrE471	307	614	7
NrE472	307	615	5
NrE473	615	284	15
NrE474	616	611	11
NrE475	35	617	11
NrE476	617	62	11
NrE477	62	82	11
NrE478	82	72	11
NrE479	72	45	14
NrE480	35	65	18
NrE481	618	619	12
NrE482	41	39	11
NrE483	39	46	10
NrE484	46	75	33
NrE486	596	626	21
NrE488	295	596	31
NrE489	595	286	2
NrE490	286	283	9
NrE491	283	628	14
NrE492	628	614	5
NrE493	614	278	4
NrE494	278	629	32
NrE495	630	631	14
NrE496	632	27	9
NrE497	27	633	13
NrE498	633	616	13
NrE499	634	632	5
NrE500	139	641	6
NrE501	642	139	8
NrE502	57	134	28
NrE503	134	643	2
NrE504	643	644	23
NrE505	300	310	9
NrE506	600	299	12
NrE507	229	250	24
NrE508	250	243	7
NrE509	243	517	6
NrE510	517	236	13
NrE511	236	645	8
NrE512	148	641	5
NrE513	641	320	14
NrE514	158	171	49
NrE515	171	225	11
NrE516	225	289	56
NrE517	289	646	12
NrE518	647	519	15
NrE519	519	630	32
NrE520	630	631	9
NrE521	631	34	36
NrE522	258	652	20
NrE523	652	590	10
NrE524	26	653	20
NrE525	26	21	12
NrE526	24	654	5
NrE529	20	655	11
NrE530	655	656	11
NrE532	657	10	7
NrE533	267	290	14
NrE534	290	273	66
NrE535	273	171	16
NrE536	435	667	37
NrE538	92	89	11
NrE540	670	41	4
NrE541	598	676	3
NrE542	677	224	3
NrE543	678	679	32
NrE546	679	681	5
NrE548	682	683	12
NrE550	684	685	12
NrE551	686	687	12
NrE552	687	688	3
NrE555	690	691	2
NrE556	684	692	28
NrE557	693	694	3
NrE559	682	680	28
NrE560	696	137	8
NrE561	697	696	8
NrE562	105	109	11
NrE563	699	700	4
NrE564	700	701	21
NrE565	296	702	34
NrE566	702	703	104
NrE568	704	705	8
NrE569	705	706	17
NrE570	706	707	17
NrE571	578	708	22
NrE572	708	709	3
NrE573	709	710	19
NrE574	712	715	10
NrE575	715	716	45
NrE576	716	707	19
NrE577	707	589	13
NrE579	586	718	2
NrE580	704	720	3
NrE581	176	721	13
NrE582	721	488	14
NrE583	186	721	23
NrE584	713	719	3
NrE586	320	317	20
NrE587	317	314	28
NrE588	314	298	13
NrE589	298	55	13
NrE590	320	722	9
NrE591	563	568	15
NrE592	568	727	13
NrE593	738	262	8
NrE594	262	739	34
NrE595	654	99	13
NrE596	99	740	3
NrE597	740	106	13
NrE598	106	132	14
NrE599	132	130	14
NrE601	692	741	11
NrE602	742	24	7
NrE603	742	654	9
NrE604	495	743	5
NrE605	94	495	4
NrE606	94	743	4
NrE607	743	497	2
NrE608	497	496	13
NrE609	496	113	3
NrE611	90	93	11
NrE613	111	100	11
NrE614	24	98	11
NrE615	98	104	11
NrE616	104	108	11
NrE617	108	102	12
NrE618	102	123	9
NrE619	655	13	20
NrE621	18	618	21
NrE622	654	655	11
NrE623	534	523	9
NrE624	36	744	6
NrE625	744	620	11
NrE626	620	728	2
NrE627	728	724	39
NrE628	639	745	16
NrE629	745	653	35
NrE630	653	36	6
NrE631	746	76	7
NrE632	76	66	11
NrE633	66	83	12
NrE635	566	746	4
NrE638	70	748	3
NrE639	748	79	13
NrE640	74	81	7
NrE642	671	644	3
NrE643	38	670	4
NrE644	42	671	10
NrE645	149	318	19
NrE646	318	315	28
NrE647	499	658	5
NrE648	126	501	5
NrE649	501	750	28
NrE650	750	155	8
NrE651	155	228	5
NrE652	750	500	16
NrE653	500	502	12
NrE654	502	245	3
NrE655	245	513	9
NrE656	513	751	21
NrE657	751	511	4
NrE658	511	512	12
NrE659	512	510	11
NrE660	749	504	4
NrE661	645	752	12
NrE662	752	157	11
NrE663	157	751	11
NrE664	136	305	9
NrE665	762	136	16
NrE666	763	153	17
NrE667	153	762	17
NrE668	762	697	9
NrE669	697	764	11
NrE670	764	152	15
NrE671	152	147	15
NrE672	147	321	16
NrE673	321	149	2
NrE674	138	302	9
NrE675	145	764	10
NrE676	764	138	15
NrE678	14	19	20
NrE680	740	656	4
NrE681	739	767	8
NrE682	767	768	9
NrE683	768	765	5
NrE684	765	88	26
NrE685	88	742	7
NrE686	760	757	37
NrE687	757	777	7
NrE688	777	261	13
NrE689	261	31	9
NrE690	31	738	17
NrE691	752	244	29
NrE692	244	229	27
NrE693	34	612	35
NrE695	675	211	26
NrE696	211	220	15
NrE697	220	203	14
NrE698	221	779	16
NrE699	779	597	20
NrE700	780	292	18
NrE701	292	781	13
NrE702	674	209	9
NrE703	209	218	14
NrE704	218	201	21
NrE705	201	181	20
NrE706	181	190	18
NrE707	190	195	21
NrE708	223	674	3
NrE709	785	293	10
NrE710	786	591	17
NrE711	786	255	7
NrE712	255	206	12
NrE713	206	214	11
NrE714	214	199	11
NrE715	199	242	11
NrE716	242	652	12
NrE717	4	626	19
NrE718	626	779	15
NrE719	779	266	17
NrE720	782	675	2
NrE721	615	628	7
NrE722	787	648	32
NrE723	648	649	5
NrE724	701	787	7
NrE725	693	683	37
NrE727	472	662	2
NrE728	662	790	23
NrE730	792	790	118
NrE732	425	434	2
NrE733	434	793	29
NrE737	791	794	12
NrE738	794	792	21
NrE739	667	792	33
NrE740	796	797	31
NrE741	798	455	30
NrE742	797	798	31
NrE743	798	607	53
NrE744	803	392	11
NrE746	393	804	3
NrE747	804	805	5
NrE749	796	393	27
NrE750	797	394	35
NrE753	408	810	4
NrE754	810	811	1
NrE755	811	812	3
NrE756	812	813	2
NrE757	813	450	1
NrE758	450	408	4
NrE759	814	592	2
NrE761	651	784	2
NrE762	815	494	21
NrE763	494	808	2
NrE764	449	815	5
NrE765	427	449	3
NrE766	703	427	4
NrE767	781	294	15
NrE768	712	695	2
NrE769	678	714	3
NrE770	43	64	7
NrE772	745	642	109
NrE773	642	722	18
NrE784	487	175	28
NrE785	175	839	8
NrE786	839	840	6
NrE787	840	192	9
NrE788	192	486	11
NrE789	486	170	4
NrE790	170	188	8
NrE791	188	841	8
NrE792	841	183	11
NrE793	183	842	9
NrE794	842	660	17
NrE795	660	843	20
NrE796	843	216	9
NrE797	216	673	10
NrE798	846	847	2
NrE799	847	848	5
NrE800	848	849	12
NrE801	813	849	3
NrE802	849	846	5
NrE803	451	407	4
NrE804	850	851	6
NrE805	851	852	2
NrE806	852	853	2
NrE807	853	854	8
NrE808	854	855	4
NrE809	855	856	9
NrE810	856	853	4
NrE811	857	850	4
NrE812	467	857	5
NrE813	860	810	4
NrE814	860	407	14
NrE815	398	861	9
NrE816	862	861	19
NrE817	851	863	4
NrE818	854	850	3
NrE819	857	863	4
NrE820	863	862	8
NrE821	862	857	4
NrE822	479	864	33
NrE823	453	864	6
NrE824	864	845	13
NrE825	845	397	5
NrE826	391	844	55
NrE827	423	802	58
NrE828	865	845	38
NrE829	865	412	6
NrE830	868	873	7
NrE831	873	874	8
NrE832	874	331	6
NrE833	873	875	6
NrE834	875	869	7
NrE835	870	876	11
NrE836	875	876	8
NrE837	45	84	14
NrE838	152	148	25
NrE839	151	58	9
NrE840	34	158	24
NrE841	737	130	43
NrE842	672	783	2
NrE843	597	780	28
NrE844	257	878	14
NrE845	878	651	20
NrE846	266	880	11
NrE847	880	782	6
NrE848	267	881	5
NrE849	881	275	3
NrE850	741	893	19
NrE852	719	894	15
NrE853	894	681	22
NrE854	690	895	19
NrE855	895	684	19
NrE856	726	897	6
NrE857	897	563	34
NrE858	564	898	7
NrE859	898	565	9
NrE860	73	899	11
NrE861	899	68	5
NrE862	11	900	6
NrE863	900	16	15
NrE864	29	901	6
NrE865	901	10	15
NrE866	86	902	7
NrE867	902	87	20
NrE868	104	903	8
NrE869	903	105	7
NrE870	105	904	6
NrE871	904	106	5
NrE872	100	905	4
NrE873	905	101	12
NrE874	575	906	5
NrE875	906	585	6

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A3	35	36	32	1	48
A6	74	63	6	1	9
A49	169	369	6	1	9
A50	369	370	8	1	12
A51	370	371	6	1	9
A52	371	372	10	1	15
A53	372	373	34	1	51
A55	374	375	11	1	17
A57	376	377	22	1	33
A77	413	414	19	1	29
A79	415	416	12	1	18
A83	419	402	33	1	50
A121	452	453	29	1	44
A149	491	492	10	1	15
A150	492	493	2	1	3
A151	494	491	5	1	8
A163	597	265	18	1	27
A347	806	492	2	1	3
A348	489	806	2	1	3
A349	806	807	10	1	15
A350	807	808	5	1	8
A351	492	809	19	1	29
A352	809	493	17	1	26
A359	493	489	2	1	3
A375	816	441	7	1	11
A376	817	818	2	1	3
A377	818	819	2	1	3
A378	819	820	11	1	17
A379	820	821	12	1	18
A380	821	822	14	1	21
A381	826	827	2	1	3
A382	827	828	17	1	26
A383	828	829	13	1	20
A384	829	830	4	1	6
A385	830	831	4	1	6
A386	831	832	10	1	15
A387	832	818	2	1	3
A388	833	832	2	1	3
A389	832	816	2	1	3
A390	833	834	11	1	17
A391	834	835	5	1	8
A392	835	836	13	1	20
A393	836	826	18	1	27
A394	819	833	2	1	3
A395	838	823	15	1	23
A396	823	837	12	1	18
A397	837	833	10	1	15
A424	440	817	7	1	11

ARC	FROM N.	TO N.	T. COST
NrA1	6	7	6
NrA2	8	9	5
NrA4	37	38	5
NrA5	43	44	6
NrA7	164	165	3
NrA8	165	166	5
NrA9	166	167	38
NrA10	167	168	9
NrA11	168	169	8
NrA12	173	174	17
NrA13	6	260	5
NrA14	263	264	33
NrA15	281	282	14
NrA16	296	297	5
NrA17	306	307	35
NrA18	320	321	12
NrA19	323	32	5
NrA20	324	325	15
NrA21	326	327	12
NrA22	328	326	3
NrA23	329	330	8
NrA24	331	332	15
NrA25	333	334	4
NrA26	334	328	7
NrA27	335	336	27
NrA28	336	173	3
NrA29	339	340	8
NrA30	345	346	15
NrA31	346	347	3
NrA32	332	348	3
NrA33	344	281	8
NrA34	347	324	11
NrA35	325	345	17
NrA36	345	349	51
NrA37	348	350	5
NrA38	332	350	4
NrA39	282	348	16
NrA40	351	325	5
NrA41	325	336	4
NrA42	350	353	7
NrA43	355	356	110
NrA44	328	174	4
NrA45	360	361	79
NrA46	174	362	5
NrA47	363	364	35
NrA48	364	335	7
NrA54	373	374	6
NrA56	375	376	7
NrA58	377	378	2
NrA59	379	380	2
NrA60	380	381	12
NrA61	381	360	29
NrA62	382	166	6
NrA63	165	382	7
NrA64	396	168	7
NrA65	378	397	8
NrA66	399	377	8
NrA67	381	356	8
NrA68	400	401	6
NrA69	372	402	7
NrA70	406	167	8
NrA71	373	407	5
NrA72	407	408	11
NrA73	409	410	3
NrA74	410	411	41
NrA75	397	399	3
NrA76	399	413	4
NrA78	414	415	6
NrA80	416	417	1
NrA81	417	418	2
NrA82	418	419	3
NrA84	402	420	1
NrA85	420	387	5
NrA86	387	421	5
NrA87	421	422	13
NrA88	422	396	13
NrA89	396	406	8
NrA90	406	423	21
NrA91	423	164	16
NrA92	424	425	24
NrA93	425	426	39
NrA94	426	409	2
NrA95	409	400	10
NrA96	412	379	7
NrA97	427	428	4
NrA98	377	430	11
NrA99	430	431	5
NrA100	431	410	15
NrA101	410	432	3
NrA102	432	433	24
NrA103	433	434	15
NrA104	434	435	8
NrA105	435	436	17
NrA106	356	437	7
NrA107	437	412	7
NrA108	438	439	3
NrA109	439	440	1
NrA110	440	441	2
NrA111	441	424	1
NrA112	424	436	3
NrA113	436	438	4
NrA114	443	444	2
NrA115	444	445	25
NrA116	445	446	3
NrA117	446	447	29
NrA118	448	449	4
NrA119	450	451	11
NrA120	451	374	5
NrA122	444	454	3
NrA123	459	443	2
NrA124	464	432	41
NrA125	432	426	3
NrA126	426	429	50
NrA127	465	466	29
NrA128	466	467	1
NrA129	467	468	1
NrA130	468	454	27
NrA131	454	388	2
NrA132	388	459	2
NrA133	459	469	18
NrA134	469	470	11
NrA135	470	471	3
NrA136	471	472	13
NrA137	472	473	58
NrA138	401	478	6
NrA139	478	378	11
NrA140	417	479	12
NrA141	479	480	8
NrA142	481	482	8
NrA143	482	418	12
NrA144	483	337	2
NrA145	337	339	2
NrA146	339	484	2
NrA147	484	341	3
NrA148	485	484	8
NrA152	51	120	5
NrA153	442	470	2
NrA154	470	592	13
NrA155	592	368	15
NrA156	419	373	7
NrA157	593	463	45
NrA158	340	593	7
NrA159	594	485	6
NrA160	462	594	46
NrA161	5	271	12
NrA162	596	597	15
NrA164	265	598	16
NrA165	264	600	6
NrA166	600	601	14
NrA167	601	599	12
NrA168	346	352	10
NrA169	352	347	8
NrA170	364	359	3
NrA171	359	335	8
NrA172	602	603	3
NrA173	603	327	4
NrA174	327	353	2
NrA175	353	351	1
NrA176	351	602	2
NrA177	173	603	1
NrA178	481	480	2
NrA179	480	452	1
NrA180	452	460	3
NrA181	460	607	1
NrA182	607	608	2
NrA183	608	609	2
NrA184	609	481	1
NrA185	374	416	7
NrA186	421	371	7
NrA187	305	610	22
NrA188	618	620	17
NrA189	21	618	11
NrA190	28	622	6
NrA191	622	623	2
NrA192	624	625	5
NrA193	634	621	4
NrA194	635	636	24
NrA195	637	635	13
NrA196	635	610	13
NrA197	610	638	6
NrA198	638	135	4
NrA199	639	640	5
NrA200	649	650	55
NrA201	636	304	9
NrA202	133	658	4
NrA203	659	640	2
NrA204	623	624	5
NrA205	661	662	57
NrA206	662	663	14
NrA207	663	442	3
NrA208	664	661	1
NrA209	661	473	2
NrA210	473	665	3
NrA211	665	666	1
NrA212	669	8	5
NrA213	37	670	5
NrA214	671	37	35
NrA215	672	673	2
NrA216	673	224	7
NrA217	224	674	12
NrA218	674	226	11
NrA219	226	675	12
NrA220	675	676	20
NrA221	676	651	18
NrA222	357	699	4
NrA223	711	687	9
NrA224	687	691	12
NrA225	691	694	13
NrA226	694	712	12
NrA227	712	704	12
NrA228	704	713	7
NrA229	713	714	11
NrA230	714	576	12
NrA231	576	586	10
NrA232	586	709	12
NrA233	709	520	15
NrA234	717	708	11
NrA235	708	718	11
NrA236	718	577	9
NrA237	577	678	12
NrA238	678	719	11
NrA239	719	720	5
NrA240	720	695	12
NrA241	695	693	12
NrA242	693	690	14
NrA243	690	688	12
NrA244	688	711	9
NrA245	556	717	6
NrA246	723	724	3
NrA247	725	723	14
NrA248	728	726	2
NrA249	557	65	20
NrA250	724	729	13
NrA251	731	732	3
NrA252	732	733	6
NrA253	733	734	2
NrA254	730	727	5
NrA255	727	735	10
NrA256	736	737	8
NrA257	737	731	9
NrA258	734	735	8
NrA259	736	731	6
NrA260	734	730	11
NrA261	521	547	53
NrA262	547	551	36
