Name:		lavras06
Optimal value:	8047
#Vehicles:	2
Capacity:	5400
Depot Node:	674
#Nodes:		674
#Edges:		725
#Arcs:		279
#Required N:	0
#Required E:	210
#Required A:	11

ReN.	DEMAND	S. COST

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
NrE37	64	57	34
NrE38	65	66	21
NrE39	66	67	20
NrE40	67	68	15
NrE41	69	70	11
NrE42	70	71	13
NrE43	71	72	14
NrE44	72	73	20
NrE45	73	65	25
NrE46	74	75	19
NrE47	75	76	16
NrE48	77	61	2
NrE49	61	70	14
NrE50	70	53	28
NrE51	53	31	19
NrE52	31	42	18
NrE53	42	47	21
NrE54	47	28	19
NrE55	78	63	17
NrE56	63	72	14
NrE57	72	55	13
NrE58	55	29	20
NrE59	29	44	17
NrE60	44	79	14
NrE61	79	49	7
NrE62	80	81	20
NrE63	82	57	11
NrE64	57	65	11
NrE65	65	50	11
NrE66	83	84	17
NrE67	84	85	20
NrE68	85	82	21
NrE69	82	86	7
NrE70	85	58	11
NrE71	58	66	11
NrE72	66	51	11
NrE73	51	80	11
NrE74	80	87	11
NrE75	91	92	17
NrE76	93	94	17
NrE78	99	100	8
NrE79	100	101	2
NrE80	101	102	5
NrE81	102	103	18
NrE82	103	104	5
NrE83	105	106	8
NrE84	106	107	16
NrE85	107	108	15
NrE86	108	109	15
NrE87	109	99	13
NrE88	110	111	2
NrE89	112	110	21
NrE90	117	103	10
NrE91	118	119	17
NrE92	100	111	34
NrE93	111	124	1
NrE94	127	128	14
NrE95	128	129	10
NrE96	130	105	22
NrE97	131	107	30
NrE98	107	118	12
NrE99	118	132	11
NrE100	132	133	5
NrE101	138	119	7
NrE102	119	108	14
NrE103	108	139	26
NrE104	147	138	12
NrE105	138	148	17
NrE106	151	152	53
NrE107	152	153	5
NrE108	153	154	12
NrE109	155	156	20
NrE110	157	158	12
NrE111	159	160	18
NrE112	10	161	31
NrE113	164	165	28
NrE114	165	166	5
NrE115	166	167	5
NrE118	173	174	20
NrE119	174	75	21
NrE120	75	175	17
NrE121	176	177	16
NrE122	177	173	23
NrE129	92	185	4
NrE131	188	189	29
NrE132	190	188	6
NrE134	193	194	15
NrE135	195	193	5
NrE136	196	197	15
NrE137	198	199	12
NrE138	199	200	5
NrE141	202	203	7
NrE142	203	204	7
NrE143	185	205	13
NrE151	213	214	20
NrE152	214	193	11
NrE153	197	215	12
NrE154	214	216	14
NrE155	216	217	15
NrE156	217	176	16
NrE157	176	218	16
NrE162	223	224	19
NrE171	231	194	4
NrE172	194	216	11
NrE173	216	232	20
NrE174	233	234	16
NrE181	241	242	11
NrE182	242	243	22
NrE183	243	244	30
NrE184	244	245	31
NrE207	268	269	8
NrE208	269	270	30
NrE210	273	274	9
NrE211	275	273	8
NrE214	280	281	13
NrE215	281	282	15
NrE216	282	283	6
NrE217	283	284	10
NrE218	284	285	16
NrE219	286	14	24
NrE221	289	290	27
NrE225	294	295	13
NrE226	295	296	9
NrE227	295	297	14
NrE228	297	161	14
NrE236	306	294	10
NrE240	166	309	13
NrE241	310	311	23
NrE242	311	312	16
NrE243	312	313	15
NrE244	314	315	16
NrE245	315	316	18
NrE246	225	317	12
NrE247	317	191	12
NrE248	191	206	12
NrE249	206	170	24
NrE250	170	318	10
NrE251	319	320	28
NrE252	320	321	7
NrE253	321	322	12
NrE254	322	225	44
NrE255	318	323	10
NrE256	323	324	10
NrE257	324	325	10
NrE258	325	326	3
NrE259	326	327	8
NrE260	327	328	10
NrE261	328	329	10
NrE262	329	330	11
NrE263	330	331	14
NrE264	331	332	17
NrE265	332	245	8
NrE266	333	275	11
NrE267	275	334	8
NrE268	335	336	16
NrE269	336	337	17
NrE270	338	296	11
NrE271	296	297	12
NrE272	341	342	11
NrE275	167	344	5
NrE281	12	351	14
NrE282	351	288	7
NrE283	288	352	5
NrE284	335	353	11
NrE285	353	354	11
NrE286	354	312	14
NrE287	312	355	12
NrE288	356	357	18
NrE289	357	354	15
NrE290	354	358	16
NrE291	358	359	17
NrE292	360	361	14
NrE293	361	353	15
NrE294	353	362	15
NrE295	362	363	17
NrE296	321	364	35
NrE297	364	365	12
NrE298	366	367	10
NrE299	367	266	9
NrE300	266	260	15
NrE301	260	368	18
NrE308	371	289	6
NrE309	289	310	11
NrE310	310	356	14
NrE311	356	360	13
NrE312	360	372	11
NrE313	372	373	14
NrE314	374	337	14
NrE315	337	363	10
NrE316	363	359	11
NrE317	359	375	15
NrE318	341	376	17
NrE319	376	274	12
NrE320	274	377	15
NrE321	163	385	11
NrE322	385	115	12
NrE323	388	147	3
NrE324	389	21	9
NrE325	124	390	5
NrE326	390	22	7
NrE327	133	391	4
NrE328	391	392	11
NrE329	392	19	11
NrE330	393	285	10
NrE331	285	270	9
NrE332	270	145	13
NrE333	394	395	5
NrE334	204	393	4
NrE335	396	389	4
NrE336	395	276	4
NrE337	198	397	35
NrE338	403	404	20
NrE339	404	36	23
NrE340	46	26	20
NrE389	434	68	35
NrE390	68	60	11
NrE391	60	83	12
NrE392	83	435	6
NrE393	371	436	6
NrE394	437	306	17
NrE395	306	438	11
NrE396	438	164	12
NrE397	164	371	13
NrE398	439	369	28
NrE399	369	246	42
NrE400	246	440	28
NrE401	440	348	27
NrE402	348	441	28
NrE403	441	252	20
NrE404	252	442	7
NrE405	442	443	6
NrE406	443	222	35
NrE407	222	209	36
NrE408	209	302	26
NrE409	302	444	14
NrE410	163	126	14
NrE411	126	451	11
NrE412	160	452	8
NrE413	452	453	6
NrE414	453	154	12
NrE415	149	90	6
NrE416	471	473	2
NrE417	16	169	50
NrE418	339	374	10
NrE419	374	480	17
NrE420	22	483	39
NrE421	488	280	17
NrE422	280	394	15
NrE423	491	146	6
NrE424	496	497	5
NrE425	497	498	2
NrE426	499	93	7
NrE427	500	501	39
NrE428	377	315	19
NrE429	315	234	16
NrE430	397	342	34
NrE431	342	502	49
NrE432	463	503	5
NrE433	277	506	7
NrE434	277	507	5
NrE435	507	203	15
NrE436	509	140	15
NrE437	392	511	33
NrE442	196	175	13
NrE443	484	516	21
NrE444	232	484	31
NrE445	483	213	2
NrE446	213	202	9
NrE447	202	517	14
NrE448	517	506	5
NrE449	506	195	4
NrE450	195	518	32
NrE451	132	519	14
NrE452	519	130	14
NrE453	106	519	21
NrE455	269	282	9
NrE456	489	268	12
NrE457	368	525	18
NrE458	525	526	4
NrE459	526	334	15
NrE460	334	377	17
NrE466	87	531	20
NrE467	531	434	10
NrE468	480	336	9
NrE469	336	362	11
NrE470	362	358	11
NrE471	358	313	14
NrE472	313	532	7
NrE473	299	533	42
NrE474	533	521	18
NrE475	521	212	24
NrE476	212	235	3
NrE477	235	366	26
NrE478	366	230	11
NrE479	230	228	16
NrE480	228	300	16
NrE481	300	224	13
NrE482	224	534	5
NrE483	534	93	33
NrE484	535	299	40
NrE492	370	533	17
NrE493	365	441	8
NrE494	441	251	16
NrE495	251	370	50
NrE496	492	496	10
NrE497	94	492	15
NrE498	546	547	22
NrE499	94	546	23
NrE501	352	233	16
NrE502	233	314	16
NrE503	154	157	29
NrE504	157	553	14
NrE505	554	555	10
NrE506	555	556	7
NrE507	556	557	9
NrE508	557	558	8
NrE509	309	438	24
NrE520	557	563	13
NrE521	564	565	17
NrE522	161	564	3
NrE523	263	340	32
NrE524	340	373	25
NrE526	18	215	33
NrE529	486	575	3
NrE530	576	77	3
NrE531	577	520	15
NrE532	520	200	25
NrE533	578	397	14
NrE534	582	583	33
NrE552	286	604	4
NrE553	25	605	13
NrE554	605	404	14
NrE555	35	605	23
NrE556	10	585	14
NrE557	609	608	17
NrE558	502	612	7
NrE559	463	113	11
NrE560	503	460	6
NrE561	460	616	9
NrE562	616	158	13
NrE563	158	162	13
NrE564	162	453	17
NrE565	473	140	23
NrE566	574	64	26
NrE567	64	73	15
NrE568	73	56	14
NrE569	74	620	16
NrE570	620	485	20
NrE571	621	217	18
NrE572	217	622	13
NrE573	148	624	2
NrE574	573	62	9
NrE575	62	71	14
NrE576	71	54	21
NrE577	54	30	20
NrE578	30	43	18
NrE579	43	48	21
NrE580	76	573	3
NrE581	628	218	10
NrE582	629	435	17
NrE583	629	84	7
NrE584	84	59	12
NrE585	59	67	11
NrE586	67	52	11
NrE587	52	81	11
NrE588	81	531	12
NrE589	21	516	19
NrE590	516	620	15
NrE591	620	174	17
NrE592	174	625	17
NrE593	625	574	2
NrE594	507	517	7
NrE595	109	623	6
NrE596	624	487	14
NrE597	487	112	1
NrE598	112	396	10
NrE599	623	624	4
NrE600	397	633	12
NrE607	636	499	3
NrE608	634	636	4
NrE609	501	634	6
NrE610	234	351	18
NrE611	234	11	15
NrE616	373	361	18
NrE617	361	357	11
NrE618	357	311	13
NrE619	311	290	9
NrE620	290	165	8
NrE621	344	637	16
NrE622	637	638	18
NrE623	638	639	7
NrE624	355	532	17
NrE625	532	375	18
NrE626	375	640	15
NrE627	167	355	6
NrE628	641	642	2
NrE629	643	641	3
NrE630	643	564	3
NrE631	161	643	4
NrE632	641	555	11
NrE633	555	644	16
NrE634	642	643	2
NrE635	644	645	2
NrE636	646	645	3
NrE637	646	647	4
NrE638	644	646	4
NrE639	645	554	13
NrE640	554	565	14
NrE641	648	647	2
NrE642	647	639	9
NrE643	639	649	17
NrE644	648	646	3
NrE647	582	606	14
NrE648	606	567	20
NrE649	650	563	7
NrE650	563	651	9
NrE651	651	644	15
NrE652	168	652	21
NrE653	583	652	7
NrE654	652	155	10
NrE655	155	606	9
NrE656	375	638	11
NrE657	638	648	8
NrE658	532	637	8
NrE659	637	651	13
NrE660	651	556	13
NrE661	556	642	8
NrE662	344	650	14
NrE663	650	558	12
NrE664	558	297	13
NrE665	640	649	4
NrE666	649	653	5
NrE667	640	653	6
NrE668	151	168	10
NrE669	168	156	10
NrE670	156	567	10
NrE671	567	515	9
NrE672	515	17	19
NrE673	653	151	5
NrE674	553	616	11
NrE677	660	661	6
NrE680	272	663	3
NrE681	664	535	3
NrE682	436	664	2
NrE689	665	666	16
NrE690	243	665	5
NrE691	530	627	2
NrE692	444	548	12
NrE693	548	609	21
NrE694	609	635	1
NrE695	355	344	2
NrE696	622	231	15
NrE697	661	660	4
NrE698	660	321	30
NrE699	667	241	4
NrE700	444	668	6
NrE701	668	667	21
NrE702	666	500	4
NrE703	403	24	28
NrE704	24	669	8
NrE705	669	670	6
NrE706	670	45	9
NrE707	45	402	11
NrE708	402	23	4
NrE709	23	41	8
NrE710	41	671	8
NrE711	671	32	11
NrE712	32	672	9
NrE713	672	566	17
NrE714	566	673	20
NrE715	673	69	9
NrE716	69	572	10
NrE717	169	339	9
NrE719	571	626	2
NrE720	485	621	28
NrE721	20	388	26
NrE723	333	376	17
NrE724	86	674	14
NrE725	674	530	20

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A250	600	590	5	1	8
A251	590	598	12	1	18
A252	598	596	12	1	18
A253	596	593	12	1	18
A254	593	662	6	1	9
A255	662	594	6	1	9
A256	594	597	12	1	18
A257	597	599	12	1	18
A258	599	591	12	1	18
A259	591	600	5	1	8
A263	346	347	27	1	41

ARC	FROM N.	TO N.	T. COST
NrA1	1	2	32
NrA2	2	3	16
NrA3	3	4	17
NrA4	4	5	22
NrA5	5	6	6
NrA6	6	7	13
NrA7	8	9	24
NrA8	11	12	21
NrA9	12	13	23
NrA10	13	14	19
NrA11	14	15	17
NrA12	15	16	17
NrA13	16	17	42
NrA14	37	38	12
NrA15	38	39	9
NrA16	39	40	16
NrA17	89	38	17
NrA18	38	90	21
NrA19	91	98	11
NrA20	113	114	3
NrA21	115	116	17
NrA22	120	101	5
NrA23	1	125	18
NrA24	125	126	9
NrA25	134	120	14
NrA26	120	102	8
NrA27	135	136	11
NrA28	136	137	7
NrA29	140	131	9
NrA30	131	141	7
NrA31	141	139	6
NrA32	139	40	13
NrA33	40	142	14
NrA34	142	134	3
NrA35	134	117	33
NrA36	117	143	15
NrA37	143	144	3
NrA38	144	145	19
NrA39	145	146	33
NrA40	149	150	15
NrA41	162	159	12
NrA42	159	163	10
NrA43	142	149	13
NrA44	126	160	15
NrA45	168	169	44
NrA46	276	277	35
NrA47	305	13	16
NrA48	378	379	12
NrA49	379	1	24
NrA50	1	380	14
NrA51	381	382	23
NrA52	89	383	6
NrA53	144	305	13
NrA54	384	5	17
NrA55	385	158	22
NrA56	398	8	5
NrA57	398	399	12
NrA58	399	127	21
NrA59	127	400	17
NrA60	401	398	40
NrA61	401	96	6
NrA62	432	433	2
NrA63	433	432	8
NrA64	445	446	2
NrA65	447	439	2
NrA66	448	447	3
NrA67	384	399	23
NrA68	399	96	40
NrA69	437	450	4
NrA70	454	455	14
NrA71	378	381	3
NrA72	456	457	22
NrA73	458	382	21
NrA74	97	459	16
NrA75	460	461	22
NrA76	383	136	9
NrA77	123	122	20
NrA78	122	463	13
NrA79	464	465	16
NrA80	465	121	15
NrA81	121	384	12
NrA82	7	398	7
NrA83	7	8	7
NrA84	466	467	8
NrA85	467	456	7
NrA86	456	454	22
NrA87	466	468	8
NrA88	469	467	11
NrA89	383	455	4
NrA90	455	469	26
NrA91	469	470	6
NrA92	149	39	20
NrA93	39	471	19
NrA94	471	472	2
NrA95	90	150	14
NrA96	150	474	5
NrA97	90	475	10
NrA98	474	476	16
NrA99	476	477	2
NrA100	478	479	5
NrA101	479	475	14
NrA102	475	37	24
NrA103	16	475	16
NrA104	479	15	17
NrA105	478	474	7
NrA106	476	481	3
NrA107	482	477	4
NrA108	482	481	4
NrA109	481	478	15
NrA110	477	117	14
NrA111	143	104	16
NrA112	22	189	12
NrA113	189	484	10
NrA114	484	485	15
NrA115	485	173	18
NrA116	173	486	16
NrA117	146	489	6
NrA118	489	490	14
NrA119	490	488	12
NrA120	493	11	4
NrA121	494	495	4
NrA122	502	377	16
NrA123	504	505	12
NrA124	510	105	20
NrA125	509	510	18
NrA126	105	509	25
NrA127	449	129	17
NrA128	129	384	20
NrA129	449	123	16
NrA130	400	449	24
NrA131	137	17	11
NrA132	537	538	23
NrA133	538	380	13
NrA134	380	462	12
NrA135	461	115	12
NrA136	511	539	2
NrA137	17	549	16
NrA138	549	550	16
NrA139	550	551	10
NrA140	551	504	16
NrA141	504	552	29
NrA142	116	464	18
NrA143	9	536	3
NrA144	569	221	12
NrA145	221	569	2
NrA146	571	572	2
NrA147	572	77	7
NrA148	77	573	12
NrA149	573	78	11
NrA150	78	574	12
NrA151	574	575	20
NrA152	575	530	18
NrA153	579	205	1
NrA154	205	547	1
NrA155	547	578	2
NrA156	578	577	2
NrA157	577	579	2
NrA158	584	437	5
NrA159	585	338	4
NrA160	439	586	5
NrA161	587	588	3
NrA162	606	549	28
NrA163	607	608	3
NrA164	608	223	6
NrA165	223	607	3
NrA166	96	401	7
NrA167	3	464	24
NrA168	464	610	27
NrA169	611	612	4
NrA170	490	611	4
NrA171	613	614	3
NrA172	276	614	3
NrA173	613	276	3
NrA174	518	387	4
NrA175	615	518	3
NrA176	615	387	3
NrA177	614	615	3
NrA178	610	114	2
NrA179	610	113	2
NrA180	114	386	12
NrA181	386	465	18
NrA182	465	4	23
NrA183	451	617	2
NrA184	552	451	4
NrA185	617	125	9
NrA186	125	116	32
NrA187	552	617	4
NrA188	116	2	22
NrA189	2	537	15
NrA190	459	381	9
NrA191	459	379	4
NrA192	539	618	2
NrA193	618	130	12
NrA194	619	473	2
NrA195	619	472	2
NrA196	472	89	8
NrA197	454	619	3
NrA198	19	215	14
NrA199	40	109	21
NrA200	623	148	5
NrA201	486	625	20
NrA202	625	76	23
NrA203	76	576	12
NrA204	576	626	8
NrA205	627	486	18
NrA206	627	177	16
NrA207	177	621	18
NrA208	621	232	15
NrA209	232	190	11
NrA210	37	135	4
NrA211	135	383	11
NrA212	612	316	15
NrA213	316	491	10
NrA214	491	493	7
NrA215	493	305	43
NrA216	305	482	17
NrA217	9	630	4
NrA218	470	468	4
NrA219	468	505	22
NrA220	505	378	11
NrA221	98	631	9
NrA222	522	632	4
NrA223	631	632	8
NrA224	498	495	4
NrA225	632	494	4
NrA226	494	498	4
NrA227	495	91	15
NrA228	631	522	6
NrA229	634	635	4
NrA230	635	499	6
NrA231	636	635	4
NrA232	604	604	16
NrA233	470	550	15
NrA234	550	581	13
NrA235	581	580	10
NrA236	580	582	7
NrA237	654	588	3
NrA238	655	654	3
NrA239	656	584	2
NrA240	586	445	1
NrA241	588	585	3
NrA242	655	587	1
NrA243	657	656	2
NrA244	338	657	2
NrA245	584	450	3
NrA246	450	448	1
NrA247	658	586	3
NrA248	448	658	1
NrA249	446	655	2
NrA260	663	664	3
NrA261	272	436	5
NrA262	535	663	5
NrA264	462	97	15
NrA265	97	524	12
NrA266	524	458	21
NrA267	458	88	9
NrA268	88	457	10
NrA269	457	508	14
NrA270	508	140	16
NrA271	628	627	4
NrA272	382	466	10
NrA273	523	571	3
NrA274	626	523	3
NrA275	190	483	8
NrA276	488	502	8
NrA277	536	630	3
NrA278	587	657	3
NrA279	530	628	4
