Name:		lavras10
Optimal value:	12197
#Vehicles:	3
Capacity:	5400
Depot Node:	863
#Nodes:		863
#Edges:		859
#Arcs:		400
#Required N:	0
#Required E:	236
#Required A:	43

ReN.	DEMAND	S. COST

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E635	25	104	11	1	17
E636	104	113	11	1	17
E637	113	118	11	1	17
E638	118	109	12	1	18
E639	109	135	9	1	14
E640	662	13	20	1	30
E641	13	18	20	1	30
E642	18	623	21	1	32
E643	661	662	11	1	17
E652	753	79	7	1	11
E653	79	69	11	1	17
E654	69	87	12	1	18
E655	87	754	34	1	51
E656	572	753	4	1	6
E657	755	83	16	1	24
E658	83	754	11	1	17
E659	754	756	11	1	17
E660	73	755	3	1	5
E661	755	82	13	1	20
E662	77	84	7	1	11
E663	84	74	11	1	17
E664	74	757	9	1	14
E700	663	14	19	1	29
E701	14	19	20	1	30
E702	19	624	21	1	32
E703	744	663	4	1	6
E717	633	787	15	1	23
E721	233	788	16	1	24
E722	788	602	20	1	30
E740	4	632	19	1	29
E741	632	788	15	1	23
E742	788	278	17	1	26
E743	278	791	17	1	26
E749	703	693	37	1	56
E750	693	746	28	1	42
E751	746	799	43	1	65
E754	487	801	21	1	32
E756	803	804	33	1	50
E758	446	803	29	1	44
E759	803	805	11	1	17
E760	801	805	31	1	47
E761	805	445	20	1	30
E762	801	804	12	1	18
E776	810	397	20	1	30
E777	611	609	39	1	59
E785	821	805	15	1	23
E793	44	67	7	1	11
E794	67	622	18	1	27
E795	622	823	8	1	12
E851	47	88	14	1	21

EDGE	FROM N.	TO N.	T. COST
NrE1	1	2	15
NrE2	2	3	15
NrE3	3	4	28
NrE4	4	5	21
NrE22	28	29	11
NrE26	33	34	11
NrE27	34	35	12
NrE28	40	41	31
NrE29	42	43	31
NrE31	48	49	28
NrE32	50	51	28
NrE33	51	52	8
NrE34	52	53	5
NrE35	53	54	10
NrE36	54	55	13
NrE37	55	56	12
NrE38	56	57	11
NrE39	57	58	11
NrE40	58	59	13
NrE41	60	50	12
NrE55	78	49	10
NrE56	49	41	10
NrE57	41	43	10
NrE70	88	39	3
NrE73	92	89	2
NrE110	127	54	41
NrE111	128	57	29
NrE112	129	55	35
NrE113	130	56	31
NrE114	131	132	44
NrE115	132	52	6
NrE116	134	58	28
NrE117	135	136	7
NrE118	136	137	12
NrE119	51	138	17
NrE121	140	133	3
NrE122	133	137	6
NrE123	137	141	6
NrE124	141	142	39
NrE125	143	120	5
NrE126	120	139	19
NrE127	139	136	15
NrE128	144	143	3
NrE129	145	131	11
NrE130	131	127	11
NrE131	127	129	12
NrE132	129	130	11
NrE133	130	128	12
NrE134	128	134	12
NrE135	134	146	12
NrE136	148	149	9
NrE137	149	150	10
NrE138	150	151	34
NrE139	152	153	15
NrE140	153	154	18
NrE141	155	156	15
NrE142	156	157	16
NrE143	153	158	3
NrE144	158	155	5
NrE145	155	159	10
NrE146	159	160	11
NrE147	161	162	6
NrE148	162	154	11
NrE149	154	163	9
NrE150	152	156	7
NrE151	156	164	10
NrE152	165	166	12
NrE153	167	168	34
NrE154	168	169	30
NrE155	170	171	12
NrE156	171	172	12
NrE157	171	173	28
NrE158	173	174	27
NrE159	34	171	24
NrE160	173	175	12
NrE161	183	174	14
NrE162	174	184	13
NrE163	187	188	7
NrE164	188	189	11
NrE165	189	190	11
NrE166	190	191	12
NrE167	192	193	11
NrE168	193	194	11
NrE169	194	195	19
NrE170	196	197	21
NrE171	197	190	19
NrE172	190	198	14
NrE173	198	199	13
NrE174	200	196	12
NrE175	196	201	11
NrE176	201	202	11
NrE177	202	203	11
NrE178	204	205	8
NrE179	205	197	11
NrE180	197	206	12
NrE181	206	207	11
NrE182	207	208	6
NrE183	209	210	21
NrE184	210	211	20
NrE185	212	213	11
NrE186	213	214	11
NrE187	214	215	21
NrE188	215	209	16
NrE189	216	217	21
NrE190	217	218	20
NrE191	218	219	16
NrE192	220	221	14
NrE193	221	222	14
NrE194	222	223	18
NrE195	223	216	34
NrE196	224	225	21
NrE197	225	226	20
NrE198	226	227	15
NrE199	228	229	11
NrE200	229	230	13
NrE201	230	231	14
NrE202	231	232	20
NrE203	232	224	25
NrE206	236	220	2
NrE207	220	229	14
NrE208	229	212	28
NrE209	212	194	19
NrE210	194	201	18
NrE211	201	206	21
NrE212	206	191	19
NrE213	238	222	17
NrE214	222	231	14
NrE215	231	214	13
NrE216	214	192	20
NrE217	192	203	17
NrE218	203	239	14
NrE219	239	208	7
NrE220	50	240	4
NrE221	240	241	14
NrE222	242	243	18
NrE223	244	245	12
NrE224	246	241	9
NrE225	249	250	17
NrE226	251	252	17
NrE227	253	254	20
NrE228	255	256	11
NrE229	256	168	12
NrE230	168	257	11
NrE231	258	259	12
NrE232	259	260	6
NrE233	260	261	12
NrE234	261	262	12
NrE235	263	216	11
NrE236	216	224	11
NrE237	224	209	11
NrE238	264	265	11
NrE239	265	243	3
NrE240	243	244	2
NrE241	244	250	11
NrE242	250	260	12
NrE243	266	267	17
NrE244	267	268	20
NrE245	268	263	21
NrE246	263	269	7
NrE247	268	217	11
NrE248	217	225	11
NrE249	225	210	11
NrE250	210	253	11
NrE251	253	270	11
NrE252	264	242	28
NrE253	242	249	13
NrE254	249	258	11
NrE255	258	271	30
NrE259	280	281	16
NrE260	281	277	23
NrE263	285	286	59
NrE265	288	289	15
NrE266	290	288	5
NrE268	295	296	7
NrE269	296	297	7
NrE270	298	299	20
NrE271	299	288	11
NrE276	299	303	14
NrE277	303	304	15
NrE278	304	280	16
NrE279	280	305	16
NrE280	306	289	4
NrE281	289	303	11
NrE282	303	307	20
NrE283	311	312	8
NrE284	312	313	30
NrE285	314	315	5
NrE286	315	316	8
NrE287	316	317	8
NrE288	320	321	13
NrE289	321	322	15
NrE290	322	323	6
NrE291	323	324	10
NrE292	324	325	16
NrE293	326	327	14
NrE294	327	328	11
NrE295	329	330	14
NrE296	330	331	7
NrE297	158	162	20
NrE298	162	331	19
NrE299	331	328	29
NrE300	246	245	3
NrE301	245	261	21
NrE302	261	334	10
NrE303	334	252	1
NrE304	60	246	19
NrE305	335	172	20
NrE306	172	175	30
NrE307	175	184	32
NrE308	349	350	49
NrE310	355	350	38
NrE311	336	356	4
NrE312	356	294	7
NrE313	293	359	5
NrE314	355	364	28
NrE315	294	366	13
NrE316	341	369	62
NrE318	181	377	6
NrE321	379	380	12
NrE329	380	402	2
NrE330	394	403	20
NrE331	404	405	17
NrE332	406	407	2
NrE334	401	410	23
NrE335	410	382	9
NrE336	415	325	10
NrE337	325	313	9
NrE338	313	275	13
NrE339	416	417	5
NrE340	297	415	4
NrE341	417	318	4
NrE342	467	468	2
NrE343	469	470	2
NrE344	473	373	1
NrE345	373	474	5
NrE346	474	475	3
NrE347	475	367	3
NrE348	367	473	3
NrE349	486	487	1
NrE350	487	476	2
NrE351	476	423	2
NrE352	423	488	1
NrE353	488	489	3
NrE354	489	477	1
NrE355	477	459	2
NrE356	459	486	1
NrE357	499	500	20
NrE358	500	199	23
NrE359	205	189	20
NrE360	96	501	13
NrE361	502	140	17
NrE362	504	505	3
NrE363	506	507	18
NrE364	508	509	34
NrE365	510	509	2
NrE366	509	511	11
NrE367	511	512	11
NrE368	512	513	12
NrE369	513	514	11
NrE370	514	515	11
NrE371	516	515	22
NrE372	517	513	27
NrE373	518	514	24
NrE374	519	511	32
NrE375	511	504	22
NrE376	259	251	11
NrE377	251	521	11
NrE378	521	522	12
NrE379	334	523	19
NrE380	252	247	10
NrE381	247	524	2
NrE382	524	520	10
NrE383	520	525	4
NrE384	521	524	18
NrE385	527	528	12
NrE386	528	529	16
NrE387	529	530	11
NrE388	530	531	11
NrE389	531	532	11
NrE390	532	533	11
NrE391	533	534	11
NrE392	534	535	33
NrE393	535	536	11
NrE394	536	537	10
NrE395	537	538	10
NrE396	538	539	10
NrE397	528	540	13
NrE398	540	541	11
NrE399	541	542	12
NrE400	542	543	11
NrE401	543	544	11
NrE402	544	545	5
NrE403	545	546	10
NrE404	546	547	10
NrE405	547	548	10
NrE406	548	549	10
NrE407	549	550	11
NrE408	550	551	10
NrE409	551	552	23
NrE410	553	545	12
NrE411	545	554	10
NrE412	554	535	33
NrE413	546	555	13
NrE414	555	536	33
NrE415	547	556	12
NrE416	556	537	35
NrE417	548	538	47
NrE418	557	549	12
NrE419	549	558	22
NrE420	558	539	24
NrE421	558	559	10
NrE422	559	560	10
NrE423	550	559	23
NrE424	551	561	10
NrE425	561	560	15
NrE426	526	562	3
NrE427	562	552	12
NrE428	552	561	32
NrE429	555	556	10
NrE430	541	530	12
NrE431	542	531	15
NrE432	543	532	18
NrE433	544	533	23
NrE434	554	534	22
NrE444	572	573	40
NrE446	575	576	35
NrE447	573	577	11
NrE448	577	575	29
NrE449	575	576	16
NrE450	576	578	22
NrE451	578	579	46
NrE452	579	580	7
NrE453	580	581	39
NrE454	581	582	32
NrE455	582	583	2
NrE457	585	578	12
NrE458	578	586	11
NrE459	585	587	46
NrE460	587	588	7
NrE461	588	589	31
NrE462	586	590	46
NrE463	590	591	46
NrE464	591	592	35
NrE465	590	579	12
NrE466	579	587	12
NrE467	587	593	12
NrE468	593	594	31
NrE469	594	589	14
NrE470	589	581	14
NrE471	581	591	11
NrE472	595	227	35
NrE473	227	219	11
NrE474	219	266	12
NrE475	266	596	6
NrE477	5	600	39
NrE478	604	320	17
NrE479	320	416	15
NrE485	491	494	2
NrE486	494	610	28
NrE487	29	616	27
NrE488	616	617	34
NrE489	166	618	12
NrE490	319	619	7
NrE491	319	620	5
NrE492	620	296	15
NrE493	621	616	11
NrE501	42	40	11
NrE502	40	48	10
NrE503	48	78	33
NrE509	307	601	31
NrE510	600	298	2
NrE511	298	295	9
NrE512	295	634	14
NrE513	634	619	5
NrE514	619	290	4
NrE515	290	635	32
NrE516	636	637	14
NrE517	638	28	9
NrE518	28	639	13
NrE519	639	621	13
NrE520	640	638	5
NrE521	151	647	6
NrE522	648	151	8
NrE523	59	146	28
NrE524	146	649	2
NrE525	649	650	23
NrE526	312	322	9
NrE527	605	311	12
NrE528	241	262	24
NrE529	262	255	7
NrE530	255	523	6
NrE531	523	248	13
NrE532	248	651	8
NrE533	160	647	5
NrE534	647	332	14
NrE535	170	183	49
NrE536	183	237	11
NrE537	237	301	56
NrE538	301	652	12
NrE539	653	525	15
NrE540	525	636	32
NrE541	636	637	9
NrE542	637	35	36
NrE544	270	659	20
NrE545	659	595	10
NrE557	302	285	66
NrE558	285	183	16
NrE559	447	675	37
NrE564	679	42	4
NrE565	603	685	3
NrE566	686	236	3
NrE577	697	698	3
NrE580	700	701	2
NrE583	703	704	3
NrE586	706	149	8
NrE587	707	706	8
NrE589	709	710	4
NrE590	710	711	21
NrE591	308	712	34
NrE592	712	713	104
NrE593	588	580	12
NrE595	715	716	3
NrE596	592	722	2
NrE597	714	724	3
NrE598	188	725	13
NrE599	725	500	14
NrE600	198	725	23
NrE601	719	723	3
NrE603	332	329	20
NrE604	329	326	28
NrE605	326	310	13
NrE606	310	57	13
NrE607	332	726	9
NrE608	730	569	40
NrE609	569	574	15
NrE610	574	731	13
NrE611	742	274	8
NrE612	274	743	34
NrE613	661	105	13
NrE614	105	744	3
NrE615	744	115	13
NrE616	115	144	14
NrE617	144	142	14
NrE622	747	661	9
NrE623	501	748	5
NrE626	748	503	2
NrE627	503	502	13
NrE628	502	124	3
NrE644	540	529	9
NrE645	37	751	6
NrE646	751	625	11
NrE647	625	732	2
NrE648	732	728	39
NrE649	645	752	16
NrE650	752	660	35
NrE651	660	37	6
NrE665	680	650	3
NrE666	39	679	4
NrE667	43	680	10
NrE668	161	330	19
NrE669	330	327	28
NrE670	505	666	5
NrE671	138	507	5
NrE672	507	759	28
NrE673	759	167	8
NrE674	167	240	5
NrE675	759	506	16
NrE676	506	508	12
NrE677	508	257	3
NrE678	257	519	9
NrE679	519	760	21
NrE680	760	517	4
NrE681	517	518	12
NrE682	518	516	11
NrE683	758	510	4
NrE684	651	761	12
NrE685	761	169	11
NrE686	169	760	11
NrE687	148	317	9
NrE688	771	148	16
NrE689	772	165	17
NrE690	165	771	17
NrE691	771	707	9
NrE692	707	773	11
NrE693	773	164	15
NrE694	164	159	15
NrE695	159	333	16
NrE696	333	161	2
NrE697	150	314	9
NrE698	157	773	10
NrE699	773	150	15
NrE704	743	776	8
NrE705	776	777	9
NrE706	777	774	5
NrE707	774	92	26
NrE708	92	747	7
NrE709	769	766	37
NrE710	766	786	7
NrE711	786	273	13
NrE712	273	32	9
NrE713	32	742	17
NrE714	761	256	29
NrE715	256	241	27
NrE716	35	617	35
NrE718	684	223	26
NrE719	223	232	15
NrE720	232	215	14
NrE723	789	304	18
NrE724	304	790	13
NrE725	683	221	9
NrE726	221	230	14
NrE727	230	213	21
NrE728	213	193	20
NrE729	193	202	18
NrE730	202	207	21
NrE731	235	683	3
NrE732	794	305	10
NrE733	795	596	17
NrE734	795	267	7
NrE735	267	218	12
NrE736	218	226	11
NrE737	226	211	11
NrE738	211	254	11
NrE739	254	659	12
NrE744	791	684	2
NrE745	620	634	7
NrE746	796	654	32
NrE747	654	655	5
NrE748	711	796	7
NrE752	484	670	2
NrE753	670	800	23
NrE755	802	800	118
NrE757	437	446	2
NrE763	804	802	21
NrE764	675	802	33
NrE765	806	807	31
NrE766	808	467	30
NrE767	807	808	31
NrE768	808	612	53
NrE769	813	404	11
NrE770	811	813	10
NrE771	405	814	3
NrE772	814	815	5
NrE773	815	813	14
NrE774	806	405	27
NrE775	807	406	35
NrE778	420	816	4
NrE779	816	817	1
NrE780	817	818	3
NrE781	818	819	2
NrE782	819	462	1
NrE783	462	420	4
NrE784	820	597	2
NrE786	658	793	2
NrE787	461	822	5
NrE788	439	461	3
NrE789	713	439	4
NrE790	790	306	15
NrE791	718	705	2
NrE792	687	720	3
NrE796	752	648	109
NrE797	648	726	18
NrE798	499	187	28
NrE799	187	824	8
NrE800	824	825	6
NrE801	825	204	9
NrE802	204	498	11
NrE803	498	182	4
NrE804	182	200	8
NrE805	200	826	8
NrE806	826	195	11
NrE807	195	827	9
NrE808	827	668	17
NrE809	668	828	20
NrE810	828	228	9
NrE811	228	682	10
NrE812	831	832	2
NrE813	832	833	5
NrE814	833	834	12
NrE815	819	834	3
NrE816	834	831	5
NrE817	463	419	4
NrE818	835	836	6
NrE819	836	837	2
NrE820	837	838	2
NrE821	838	839	8
NrE822	839	840	4
NrE823	840	841	9
NrE824	841	838	4
NrE825	842	835	4
NrE826	479	842	5
NrE827	845	816	4
NrE828	845	419	14
NrE829	410	846	9
NrE830	847	846	19
NrE831	836	848	4
NrE832	839	835	3
NrE833	842	848	4
NrE834	848	847	8
NrE835	847	842	4
NrE836	491	849	33
NrE837	465	849	6
NrE838	849	830	13
NrE839	830	409	5
NrE840	403	829	55
NrE841	435	812	58
NrE842	850	830	38
NrE843	850	424	6
NrE844	853	858	7
NrE845	858	859	8
NrE846	859	343	6
NrE847	858	860	6
NrE848	860	854	7
NrE849	855	861	11
NrE850	860	861	8
NrE852	164	160	25
NrE853	163	60	9
NrE854	35	170	24
NrE855	741	142	43
NrE856	681	792	2
NrE857	602	789	28
NrE858	269	863	14
NrE859	863	658	20

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A3	36	37	32	1	48
A5	44	45	6	1	9
A6	77	65	6	1	9
A49	181	381	6	1	9
A50	381	382	8	1	12
A51	382	383	6	1	9
A52	383	384	10	1	15
A53	384	385	34	1	51
A55	386	387	11	1	17
A57	388	389	22	1	33
A59	390	391	38	1	57
A64	396	377	23	1	35
A75	391	421	64	1	96
A78	424	409	34	1	51
A81	425	426	19	1	29
A83	427	428	12	1	18
A87	431	414	33	1	50
A102	441	392	17	1	26
A119	454	455	29	1	44
A123	458	459	29	1	44
A127	464	465	29	1	44
A128	465	449	59	1	89
A131	368	472	90	1	135
A148	429	491	12	1	18
A149	491	492	8	1	12
A150	493	494	8	1	12
A151	494	430	12	1	18
A166	5	283	12	1	18
A167	283	601	10	1	15
A168	601	602	15	1	23
A169	602	277	18	1	27
A170	277	603	16	1	24
A194	623	625	17	1	26
A195	22	623	11	1	17
A212	670	671	14	1	21
A213	671	454	3	1	5
A255	730	563	12	1	18
A256	563	68	20	1	30
A271	751	22	18	1	27
A273	45	77	6	1	9
A274	65	44	6	1	9
A321	2	300	14	1	21
A363	469	467	35	1	53

ARC	FROM N.	TO N.	T. COST
NrA1	6	7	6
NrA2	8	9	5
NrA4	38	39	5
NrA7	176	177	3
NrA8	177	178	5
NrA9	178	179	38
NrA10	179	180	9
NrA11	180	181	8
NrA12	185	186	17
NrA13	6	272	5
NrA14	275	276	33
NrA15	293	294	14
NrA16	308	309	5
NrA17	318	319	35
NrA18	332	333	12
NrA19	335	33	5
NrA20	336	337	15
NrA21	338	339	12
NrA22	340	338	3
NrA23	341	342	8
NrA24	343	344	15
NrA25	345	346	4
NrA26	346	340	7
NrA27	347	348	27
NrA28	348	185	3
NrA29	351	352	8
NrA30	357	358	15
NrA31	358	359	3
NrA32	344	360	3
NrA33	356	293	8
NrA34	359	336	11
NrA35	337	357	17
NrA36	357	361	51
NrA37	360	362	5
NrA38	344	362	4
NrA39	294	360	16
NrA40	363	337	5
NrA41	337	348	4
NrA42	362	365	7
NrA43	367	368	110
NrA44	340	186	4
NrA45	372	373	79
NrA46	186	374	5
NrA47	375	376	35
NrA48	376	347	7
NrA54	385	386	6
NrA56	387	388	7
NrA58	389	390	2
NrA60	391	392	2
NrA61	392	393	12
NrA62	393	372	29
NrA63	394	178	6
NrA65	177	394	7
NrA66	408	180	7
NrA67	390	409	8
NrA68	411	389	8
NrA69	393	368	8
NrA70	412	413	6
NrA71	384	414	7
NrA72	418	179	8
NrA73	385	419	5
NrA74	419	420	11
NrA76	421	422	3
NrA77	422	423	41
NrA79	409	411	3
NrA80	411	425	4
NrA82	426	427	6
NrA84	428	429	1
NrA85	429	430	2
NrA86	430	431	3
NrA88	414	432	1
NrA89	432	399	5
NrA90	399	433	5
NrA91	433	434	13
NrA92	434	408	13
NrA93	408	418	8
NrA94	418	435	21
NrA95	435	176	16
NrA96	436	437	24
NrA97	437	438	39
NrA98	438	421	2
NrA99	421	412	10
NrA100	424	391	7
NrA101	439	440	4
NrA103	389	442	11
NrA104	442	443	5
NrA105	443	422	15
NrA106	422	444	3
NrA107	444	445	24
NrA108	445	446	15
NrA109	446	447	8
NrA110	447	448	17
NrA111	368	449	7
NrA112	449	424	7
NrA113	450	451	3
NrA114	451	452	1
NrA115	452	453	2
NrA116	453	436	1
NrA117	436	448	3
NrA118	448	450	4
NrA120	455	456	2
NrA121	456	457	25
NrA122	457	458	3
NrA124	460	461	4
NrA125	462	463	11
NrA126	463	386	5
NrA129	456	466	3
NrA130	471	455	2
NrA132	476	444	41
NrA133	444	438	3
NrA134	438	441	50
NrA135	477	478	29
NrA136	478	479	1
NrA137	479	480	1
NrA138	480	466	27
NrA139	466	400	2
NrA140	400	471	2
NrA141	471	481	18
NrA142	481	482	11
NrA143	482	483	3
NrA144	483	484	13
NrA145	484	485	58
NrA146	413	490	6
NrA147	490	390	11
NrA152	495	349	2
NrA153	349	351	2
NrA154	351	496	2
NrA155	496	353	3
NrA156	497	496	8
NrA157	53	132	5
NrA158	454	482	2
NrA159	482	597	13
NrA160	597	380	15
NrA161	431	385	7
NrA162	598	475	45
NrA163	352	598	7
NrA164	599	497	6
NrA165	474	599	46
NrA171	276	605	6
NrA172	605	606	14
NrA173	606	604	12
NrA174	358	364	10
NrA175	364	359	8
NrA176	376	371	3
NrA177	371	347	8
NrA178	607	608	3
NrA179	608	339	4
NrA180	339	365	2
NrA181	365	363	1
NrA182	363	607	2
NrA183	185	608	1
NrA184	493	492	2
NrA185	492	464	1
NrA186	464	472	3
NrA187	472	612	1
NrA188	612	613	2
NrA189	613	614	2
NrA190	614	493	1
NrA191	386	428	7
NrA192	433	383	7
NrA193	317	615	22
NrA196	29	627	6
NrA197	627	628	2
NrA198	629	630	5
NrA199	640	626	4
NrA200	641	642	24
NrA201	643	641	13
NrA202	641	615	13
NrA203	615	644	6
NrA204	644	147	4
NrA205	645	646	5
NrA206	655	656	55
NrA207	642	316	9
NrA208	145	666	4
NrA209	667	646	2
NrA210	628	629	5
NrA211	669	670	57
NrA214	672	669	1
NrA215	669	485	2
NrA216	485	673	3
NrA217	673	674	1
NrA218	678	8	5
NrA219	38	679	5
NrA220	680	38	35
NrA221	681	682	2
NrA222	682	236	7
NrA223	236	683	12
NrA224	683	238	11
NrA225	238	684	12
NrA226	684	685	20
NrA227	685	658	18
NrA228	369	709	4
NrA229	717	697	9
NrA230	697	701	12
NrA231	701	704	13
NrA232	704	718	12
NrA233	718	714	12
NrA234	714	719	7
NrA235	719	720	11
NrA236	720	582	12
NrA237	582	592	10
NrA238	592	716	12
NrA239	716	526	15
NrA240	721	715	11
NrA241	715	722	11
NrA242	722	583	9
NrA243	583	687	12
NrA244	687	723	11
NrA245	723	724	5
NrA246	724	705	12
NrA247	705	703	12
NrA248	703	700	14
NrA249	700	698	12
NrA250	698	717	9
NrA251	562	721	6
NrA252	727	728	3
NrA253	729	727	14
NrA254	732	730	2
NrA257	728	733	13
NrA258	735	736	3
NrA259	736	737	6
NrA260	737	738	2
NrA261	734	731	5
NrA262	731	739	10
NrA263	740	741	8
NrA264	741	735	9
NrA265	738	739	8
NrA266	740	735	6
NrA267	738	734	11
NrA268	527	553	53
NrA269	553	557	36
NrA270	557	562	41
NrA272	272	7	5
NrA275	666	510	17
NrA276	510	507	23
NrA277	145	505	4
NrA278	138	758	23
NrA279	758	145	19
NrA280	763	762	2
NrA281	762	764	7
NrA282	764	765	3
NrA283	767	768	13
NrA284	768	763	12
NrA285	765	769	9
NrA286	769	770	9
NrA287	774	678	3
NrA288	743	6	8
NrA289	775	743	8
NrA290	777	778	2
NrA291	776	6	2
NrA292	775	776	2
NrA293	678	778	3
NrA294	9	775	6
NrA295	778	9	4
NrA296	779	774	6
NrA297	779	777	3
NrA298	7	779	5
NrA299	653	780	3
NrA300	522	780	2
NrA301	522	653	3
NrA302	630	29	5
NrA303	629	522	6
NrA304	780	781	3
NrA305	626	271	10
NrA306	271	628	2
NrA307	782	783	3
NrA308	318	783	3
NrA309	782	318	3
NrA310	635	345	4
NrA311	784	635	3
NrA312	784	345	3
NrA313	783	784	3
NrA314	374	342	5
NrA315	374	341	6
NrA316	342	782	13
NrA317	656	309	4
NrA318	656	308	5
NrA319	309	785	13
NrA320	785	655	53
NrA322	603	791	20
NrA323	791	235	23
NrA324	235	686	12
NrA325	686	792	8
NrA326	793	603	18
NrA327	793	281	16
NrA328	281	789	18
